SonnetID,octave_0,octave_1,octave_9,sestet_0,sestet_1,sestet_9,oct0_m_ses0,oct1_m_ses1,comment,
AgustinDeSalazarYTorres_10,4,4,,3,3,,1,1,,
AgustinDeSalazarYTorres_23,3,5,,2,4,,1,1,,
AgustinDeSalazarYTorres_8,5,3,,4,2,,1,1,,
AntonioEnriquezGomez_13,5,3,,4,2,,1,1,,
AntonioEnriquezGomez_31,3,5,,2,4,,1,1,,
AntonioEnriquezGomez_35,2,6,,1,5,,1,1,,
ArgensolaBartolome_102,3,5,,2,4,,1,1,,
ArgensolaBartolome_132,2,6,,1,5,,1,1,,
ArgensolaBartolome_41,3,5,,2,4,,1,1,,
ArgensolaLupercio_7,2,6,,1,5,,1,1,,
BernardinoDeRebolledo_1,3,5,,2,4,,1,1,,
BernardinoDeRebolledo_4,3,5,,2,4,,1,1,,
BernardinoDeRebolledo_51,2,6,,1,5,,1,1,,
BocangelYUnzueta_19,5,3,,4,2,,1,1,,
BocangelYUnzueta_20,5,3,,4,2,,1,1,,
BocangelYUnzueta_7,3,5,,2,4,,1,1,,
BocangelYUnzueta_74,4,4,,3,3,,1,1,,
BocangelYUnzueta_9,4,4,,3,3,,1,1,,
Cervantes_28,2,6,,1,5,,1,1,,
Cervantes_68,3,5,,2,4,,1,1,,
DiegoHurtadoDeMendoza_23,3,5,,2,4,,1,1,,
FcodeBorjaYAragonPrincipeEsquilache_23,5,3,,4,2,,1,1,,
FcodeBorjaYAragonPrincipeEsquilache_62,2,6,,1,5,,1,1,,
FcodeBorjaYAragonPrincipeEsquilache_8,3,5,,2,4,,1,1,,
FernandoDeHerrera_131,3,5,,2,4,,1,1,,
FernandoDeHerrera_136,3,5,,2,4,,1,1,,
FernandoDeHerrera_182,3,5,,2,4,,1,1,,
FernandoDeHerrera_190,3,5,,2,4,,1,1,,
FernandoDeHerrera_195,2,6,,1,5,,1,1,,
FernandoDeHerrera_200,2,6,,1,5,,1,1,,
FernandoDeHerrera_206,3,5,,2,4,,1,1,,
FernandoDeHerrera_309,3,5,,2,4,,1,1,,
FernandoDeHerrera_317,4,4,,3,3,,1,1,,
FernandoDeHerrera_58,2,6,,1,5,,1,1,,
FernandoDeHerrera_63,3,5,,2,4,,1,1,,
FernandoDeHerrera_81,3,5,,2,4,,1,1,,
FranciscoDeAldana_24,2,6,,1,5,,1,1,,
FranciscoDeLaTorre_41,3,5,,2,4,,1,1,,
FranciscoDeLaTorre_65,4,4,,3,3,,1,1,,
FranciscoDeLaTorre_7,3,5,,2,4,,1,1,,
FranciscoDeLaTorre_76,2,6,,1,5,,1,1,,
Gongora_103,2,6,,1,5,,1,1,,
GutierreDeCetina_11,2,6,,1,5,,1,1,,
GutierreDeCetina_188,5,3,,4,2,,1,1,,
GutierreDeCetina_195,2,6,,1,5,,1,1,,
GutierreDeCetina_199,3,5,,2,4,,1,1,,
GutierreDeCetina_216,3,5,,2,4,,1,1,,
GutierreDeCetina_240,3,5,,2,4,,1,1,,
GutierreDeCetina_31,2,6,,1,5,,1,1,,
GutierreDeCetina_37,3,5,,2,4,,1,1,,
GutierreDeCetina_40,2,6,,1,5,,1,1,,
GutierreDeCetina_52,4,4,,3,3,,1,1,,
GutierreDeCetina_65,4,4,,3,3,,1,1,,
HernandodeAcunya_21,2,6,,1,5,,1,1,,
HernandodeAcunya_29,3,5,,2,4,,1,1,,
JosephDeLitalaYCastelvi_50,4,4,,3,3,,1,1,,
JuanBoscan_12,3,5,,2,4,,1,1,,
JuanBoscan_20,3,5,,2,4,,1,1,,
JuanBoscan_28,3,5,,2,4,,1,1,,
JuanBoscan_3,4,4,,3,3,,1,1,,
JuanBoscan_44,3,5,,2,4,,1,1,,
JuanDeArguijo_24,4,4,,3,3,,1,1,,
JuanDeArguijo_46,3,5,,2,4,,1,1,,
JuanDeTassisYPeralta_128,2,6,,1,5,,1,1,,
JuanDeTassisYPeralta_131,4,4,,3,3,,1,1,,
JuanDeTassisYPeralta_177,2,6,,1,5,,1,1,,
JuanDeTassisYPeralta_178,4,4,,3,3,,1,1,,
JuanDeTassisYPeralta_196,2,6,,1,5,,1,1,,
JuanDeTassisYPeralta_81,3,5,,2,4,,1,1,,
JuanDeTassisYPeralta_94,4,4,,3,3,,1,1,,
JuanDeTimoneda_5,3,5,,2,4,,1,1,,
JuanaInesDeLaCruz_30,4,4,,3,3,,1,1,,
JuanaInesDeLaCruz_47,2,6,,1,5,,1,1,,
JuanaInesDeLaCruz_48,2,6,,1,5,,1,1,,
JuanaInesDeLaCruz_60,3,5,,2,4,,1,1,,
LopeDeVega_1035,2,6,,1,5,,1,1,,
LopeDeVega_1041,3,5,,2,4,,1,1,,
LopeDeVega_1115,3,5,,2,4,,1,1,,
LopeDeVega_1139,2,6,,1,5,,1,1,,
LopeDeVega_1162,2,6,,1,5,,1,1,,
LopeDeVega_1180,4,4,,3,3,,1,1,,
LopeDeVega_1191,5,3,,4,2,,1,1,,
LopeDeVega_1213,5,3,,4,2,,1,1,,
LopeDeVega_1226,3,5,,2,4,,1,1,,
LopeDeVega_1242,2,6,,1,5,,1,1,,
LopeDeVega_1263,3,5,,2,4,,1,1,,
LopeDeVega_1265,5,3,,4,2,,1,1,,
LopeDeVega_1270,2,6,,1,5,,1,1,,
LopeDeVega_1303,5,3,,4,2,,1,1,,
LopeDeVega_153,2,6,,1,5,,1,1,,
LopeDeVega_351,3,5,,2,4,,1,1,,
LopeDeVega_364,3,5,,2,4,,1,1,,
LopeDeVega_366,2,6,,1,5,,1,1,,
LopeDeVega_413,2,6,,1,5,,1,1,,
LopeDeVega_447,2,6,,1,5,,1,1,,
LopeDeVega_449,3,5,,2,4,,1,1,,
LopeDeVega_497,2,6,,1,5,,1,1,,
LopeDeVega_554,2,6,,1,5,,1,1,,
LopeDeVega_583,3,5,,2,4,,1,1,,
LopeDeVega_585,3,5,,2,4,,1,1,,
LopeDeVega_670,2,6,,1,5,,1,1,,
LopeDeVega_679,3,5,,2,4,,1,1,,
LopeDeVega_68,2,6,,1,5,,1,1,,
LopeDeVega_689,3,5,,2,4,,1,1,,
LopeDeVega_690,3,5,,2,4,,1,1,,
LopeDeVega_718,2,6,,1,5,,1,1,,
LopeDeVega_729,2,6,,1,5,,1,1,,
LopeDeVega_783,3,5,,2,4,,1,1,,
LopeDeVega_832,2,6,,1,5,,1,1,,
LopeDeVega_849,3,5,,2,4,,1,1,,
LopeDeVega_850,2,6,,1,5,,1,1,,
LopeDeVega_867,4,4,,3,3,,1,1,,
LopeDeVega_872,5,3,,4,2,,1,1,,
LopeDeVega_896,3,5,,2,4,,1,1,,
LopeDeVega_909,3,5,,2,4,,1,1,,
LopeDeVega_952,3,5,,2,4,,1,1,,
LopeDeVega_980,3,5,,2,4,,1,1,,
LopeDeZarate_43,4,4,,3,3,,1,1,,
LopeDeZarate_55,2,6,,1,5,,1,1,,
LuisCarrilloySotomayor_18,3,5,,2,4,,1,1,,
LuisCarrilloySotomayor_4,2,6,,1,5,,1,1,,
LuisCarrilloySotomayor_5,5,3,,4,2,,1,1,,
LuisDeUlloaYPereira_28,3,5,,2,4,,1,1,,
LuisDeUlloaYPereira_62,3,5,,2,4,,1,1,,
LuisDeUlloaYPereira_64,3,5,,2,4,,1,1,,
LuisDeUlloaYPereira_83,4,4,,3,3,,1,1,,
LuisMartinDeLaPlaza_19,4,4,,3,3,,1,1,,
PedroDePadilla_17,5,3,,4,2,,1,1,,
PedroEspinosa_12,4,4,,3,3,,1,1,,
PedroEspinosa_6,3,5,,2,4,,1,1,,
PedroSotoDeRojas_13,3,5,,2,4,,1,1,,
PedroSotoDeRojas_28,2,6,,1,5,,1,1,,
PedroSotoDeRojas_36,3,5,,2,4,,1,1,,
PedroSotoDeRojas_79,3,5,,2,4,,1,1,,
PedroSotoDeRojas_88,3,5,,2,4,,1,1,,
PoloDeMedina_12,4,4,,3,3,,1,1,,
Quevedo_147,3,5,,2,4,,1,1,,
Quevedo_15,2,6,,1,5,,1,1,,
Quevedo_224,2,6,,1,5,,1,1,,
Quevedo_338,2,6,,1,5,,1,1,,
Quevedo_442,2,6,,1,5,,1,1,,
Quevedo_446,3,5,,2,4,,1,1,,
Quevedo_473,5,3,,4,2,,1,1,,
Quevedo_475,4,4,,3,3,,1,1,,
Quevedo_506,4,4,,3,3,,1,1,,
TirsoDeMolina_17,2,6,,1,5,,1,1,,
TirsoDeMolina_29,4,4,,3,3,,1,1,,
TirsoDeMolina_36,4,4,,3,3,,1,1,,
TrilloYFigueroa_37,3,5,,2,4,,1,1,,
s007g_0015,3,5,,2,4,,1,1,,
s012g_0024,5,3,,4,2,,1,1,,
s020g_0035,3,5,,2,4,,1,1,,
s026g_0047,5,3,,4,2,,1,1,,
s051g_0102,5,3,,4,2,,1,1,,
s058g_0114_02,3,5,,2,4,,1,1,,
s088g_0157,2,6,,1,5,,1,1,,
s088g_0158,2,6,,1,5,,1,1,,
s117g_0239,3,5,,2,4,,1,1,,
s149g_0289,2,6,,1,5,,1,1,,
s175g_0340,5,3,,4,2,,1,1,,
s194g_0412,3,5,,2,4,,1,1,,
s210g_0450,6,2,,5,1,,1,1,,
s212g_0452,2,6,,1,5,,1,1,,
s227g_0472,4,4,,3,3,,1,1,,
s242g_0508,4,4,,3,3,,1,1,,
s244g_0510_07,2,6,,1,5,,1,1,,
s246g_0512,3,5,,2,4,,1,1,,
s247g_0522,2,6,,1,5,,1,1,,
s248g_0523,3,5,,2,4,,1,1,,
s278g_0576,4,4,,3,3,,1,1,,
s298g_0624,5,3,,4,2,,1,1,,
s302g_0628,4,4,,3,3,,1,1,,
s306g_0633,3,5,,2,4,,1,1,,
s320g_0742,2,6,,1,5,,1,1,,
s337g_0789,3,5,,2,4,,1,1,,
s338g_0791,3,5,,2,4,,1,1,,
s354g_0813,3,5,,2,4,,1,1,,
s371g_0839,3,5,,2,4,,1,1,,
s427g_0930,3,5,,2,4,,1,1,,
s427g_0931,4,4,,3,3,,1,1,,
s449g_0962,3,5,,2,4,,1,1,,
s459g_0975,3,5,,2,4,,1,1,,
s113g_0225,4,4,,5,4,1,-1,0,,
AgustinDeSalazarYTorres_29,2,4,2,2,4,,0,0,,
AntonioEnriquezGomez_29,1,5,2,1,5,,0,0,,
ArgensolaBartolome_113,3,3,2,3,3,,0,0,,
ArgensolaBartolome_140,1,5,2,1,5,,0,0,,
ArgensolaBartolome_16,1,5,,1,5,,0,0,,
ArgensolaBartolome_28,3,3,2,3,3,,0,0,,
ArgensolaBartolome_5,3,3,2,3,3,,0,0,,
ArgensolaBartolome_68,1,5,2,1,5,,0,0,,
ArgensolaBartolome_95,2,4,2,2,4,,0,0,,
ArgensolaBartolome_96,2,4,2,2,4,,0,0,,
BernardinoDeRebolledo_29,2,4,2,2,4,,0,0,,
BernardinoDeRebolledo_30,3,3,2,3,3,,0,0,,
Cervantes_61,2,4,2,2,4,,0,0,,
DiegoHurtadoDeMendoza_24,1,5,2,1,5,,0,0,,
DiegoHurtadoDeMendoza_28,2,4,2,2,4,,0,0,,
DiegoHurtadoDeMendoza_47,1,5,2,1,5,,0,0,,
DiegoHurtadoDeMendoza_8,3,3,2,3,3,,0,0,,
DiegoRamirezPagan_6,2,4,2,2,4,,0,0,,
DiegoXimenezAyllon_12,3,3,2,3,3,,0,0,,
DiegoXimenezAyllon_31,1,5,2,1,5,,0,0,,
FcodeBorjaYAragonPrincipeEsquilache_32,1,5,2,1,5,,0,0,,
FcodeBorjaYAragonPrincipeEsquilache_61,2,4,2,2,4,,0,0,,
FernandoDeHerrera_146,2,4,2,2,4,,0,0,,
FernandoDeHerrera_162,2,4,2,2,4,,0,0,,
FernandoDeHerrera_183,3,3,2,3,3,,0,0,,
FernandoDeHerrera_188,3,3,2,3,3,,0,0,,
FernandoDeHerrera_20,2,4,2,2,4,,0,0,,
FernandoDeHerrera_28,2,4,2,2,4,,0,0,,
FernandoDeHerrera_312,3,3,2,3,3,,0,0,,
FernandoDeHerrera_315,1,5,2,1,5,,0,0,,
FernandoDeHerrera_36,1,5,2,1,5,,0,0,,
FranciscoDeAldana_19,1,5,2,1,5,,0,0,,
FranciscoDeAldana_25,1,5,2,1,5,,0,0,,
FranciscoDeAldana_37,2,4,2,2,4,,0,0,,
FranciscoDeAldana_8,1,5,2,1,5,,0,0,,
FranciscoDeLaTorre_23,3,3,2,3,3,,0,0,,
Gongora_16,4,2,2,4,2,,0,0,,
Gongora_59,2,4,2,2,4,,0,0,,
Gongora_90,1,5,2,1,5,,0,0,,
GregorioDeMatos_5,1,5,2,1,5,,0,0,,
GregorioDeMatos_7,2,4,1,2,4,,0,0,,
GutierreDeCetina_152,2,4,2,2,4,,0,0,,
GutierreDeCetina_80,3,3,2,3,3,,0,0,,
HernandodeAcunya_15,2,4,2,2,4,,0,0,,
HernandodeAcunya_46,2,4,2,2,4,,0,0,,
JosephDeLitalaYCastelvi_103,2,4,2,2,4,,0,0,,
JosephDeLitalaYCastelvi_129,4,2,2,4,2,,0,0,,
JosephDeLitalaYCastelvi_3,2,4,2,2,4,,0,0,,
JosephDeLitalaYCastelvi_92,2,4,2,2,4,,0,0,,
JuanBoscan_32,3,3,2,3,3,,0,0,,
JuanBoscan_78,4,2,2,4,2,,0,0,,
JuanDeAlmeida_27,1,5,2,1,5,,0,0,,
JuanDeAlmeida_3,3,3,2,3,3,,0,0,,
JuanDeArguijo_13,1,5,2,1,5,,0,0,,
JuanDeArguijo_41,2,4,2,2,4,,0,0,,
JuanDeArguijo_62,2,4,2,2,4,,0,0,,
JuanDeJauregui_16,2,4,2,2,4,,0,0,,
JuanDeTassisYPeralta_12,2,4,2,2,4,,0,0,,
JuanDeTassisYPeralta_139,3,3,2,3,3,,0,0,,
JuanDeTassisYPeralta_188,1,5,2,1,5,,0,0,,
JuanDeTassisYPeralta_200,2,4,2,2,4,,0,0,,
JuanDeTassisYPeralta_23,2,4,2,2,4,,0,0,,
JuanDeTassisYPeralta_49,2,4,2,2,4,,0,0,,
JuanDeTassisYPeralta_57,2,4,2,2,4,,0,0,,
JuanDeTimoneda_11,2,4,2,2,4,,0,0,,
JuanDeTimoneda_12,1,5,2,1,5,,0,0,,
JuanaInesDeLaCruz_10,2,4,2,2,4,,0,0,,
JuanaInesDeLaCruz_37,2,4,2,2,4,,0,0,,
LopeDeVega_1033,3,3,2,3,3,,0,0,,
LopeDeVega_1138,1,5,2,1,5,,0,0,,
LopeDeVega_1142,4,2,2,4,2,,0,0,,
LopeDeVega_121,2,4,2,2,4,,0,0,,
LopeDeVega_1327,3,3,2,3,3,,0,0,,
LopeDeVega_1340,3,3,2,3,3,,0,0,,
LopeDeVega_136,2,4,2,2,4,,0,0,,
LopeDeVega_14,1,5,2,1,5,,0,0,,
LopeDeVega_201,1,5,2,1,5,,0,0,,
LopeDeVega_285,1,5,2,1,5,,0,0,,
LopeDeVega_355,1,5,2,1,5,,0,0,,
LopeDeVega_398,3,3,2,3,3,,0,0,,
LopeDeVega_421,2,4,2,2,4,,0,0,,
LopeDeVega_489,4,2,2,4,2,,0,0,,
LopeDeVega_535,1,5,2,1,5,,0,0,,
LopeDeVega_553,1,5,2,1,5,,0,0,,
LopeDeVega_595,2,4,2,2,4,,0,0,,
LopeDeVega_600,4,2,2,4,2,,0,0,,
LopeDeVega_633,4,2,2,4,2,,0,0,,
LopeDeVega_649,2,4,2,2,4,,0,0,,
LopeDeVega_660,2,4,2,2,4,,0,0,,
LopeDeVega_667,2,4,2,2,4,,0,0,,
LopeDeVega_702,4,2,2,4,2,,0,0,,
LopeDeVega_731,3,3,2,3,3,,0,0,,
LopeDeVega_748,2,4,2,2,4,,0,0,,
LopeDeVega_78,2,4,2,2,4,,0,0,,
LopeDeVega_81,2,4,2,2,4,,0,0,,
LopeDeVega_876,1,5,2,1,5,,0,0,,
LopeDeVega_906,1,5,2,1,5,,0,0,,
LopeDeVega_948,2,4,2,2,4,,0,0,,
LopeDeZarate_40,2,4,2,2,4,,0,0,,
LopeDeZarate_52,1,5,2,1,5,,0,0,,
LuisCarrilloySotomayor_17,3,3,2,3,3,,0,0,,
LuisDeUlloaYPereira_35,4,2,2,4,2,,0,0,,
PedroDePadilla_20,2,4,2,2,4,,0,0,,
PedroDePadilla_24,1,5,2,1,5,,0,0,,
PedroSotoDeRojas_101,3,3,2,3,3,,0,0,,
PedroSotoDeRojas_66,4,2,2,4,2,,0,0,,
Quevedo_273,3,3,2,3,3,,0,0,,
Quevedo_404,4,2,2,4,2,,0,0,,
Quevedo_496,3,3,2,3,3,,0,0,,
Quevedo_68,3,3,2,3,3,,0,0,,
Quevedo_80,3,3,2,3,3,,0,0,,
Quevedo_82,2,4,2,2,4,,0,0,,
Quevedo_87,2,4,2,2,4,,0,0,,
TrilloYFigueroa_30,4,2,2,4,2,,0,0,,
TrilloYFigueroa_33,5,1,2,5,1,,0,0,,
TrilloYFigueroa_44,2,4,2,2,4,,0,0,,
s021g_0038,2,4,2,2,4,,0,0,,
s036g_0061,1,5,2,1,5,,0,0,,
s060g_0120,1,5,2,1,5,,0,0,,
s085g_0148,2,4,2,2,4,,0,0,,
s088g_0160,1,5,2,1,5,,0,0,,
s090g_0184,1,5,2,1,5,,0,0,,
s113g_0226,1,5,2,1,5,,0,0,,
s202g_0420,1,5,2,1,5,,0,0,,
s347g_0805,1,5,2,1,5,,0,0,,
s379g_0849,2,4,1,2,4,,0,0,,
s463g_0979,1,5,2,1,5,,0,0,,
AntonioEnriquezGomez_15,2,5,1,1,5,,1,0,,
AntonioEnriquezGomez_3,2,5,1,1,5,,1,0,,
AntonioHurtadoDeMendoza_11,2,5,1,1,5,,1,0,,
ArgensolaBartolome_143,3,4,1,2,4,,1,0,,
ArgensolaBartolome_48,2,5,1,1,5,,1,0,,
ArgensolaBartolome_74,3,4,1,2,4,,1,0,,
ArgensolaBartolome_82,2,5,1,1,5,,1,0,,
ArgensolaLupercio_1,3,4,1,2,4,,1,0,,
ArgensolaLupercio_14,4,3,1,3,3,,1,0,,
ArgensolaLupercio_16,3,4,1,2,4,,1,0,,
BaltasarDeAlcazar_17,2,5,1,1,5,,1,0,,
BernardinoDeRebolledo_13,4,3,1,3,3,,1,0,,
BernardinoDeRebolledo_31,4,3,1,3,3,,1,0,,
BernardinoDeRebolledo_44,3,4,1,2,4,,1,0,,
BocangelYUnzueta_40,5,2,1,4,2,,1,0,,
BocangelYUnzueta_61,2,5,1,1,5,,1,0,,
CancerYVelasco_3,3,4,1,2,4,,1,0,,
Cervantes_44,3,4,1,2,4,,1,0,,
DiegoXimenezAyllon_30,3,4,1,2,4,,1,0,,
FcodeBorjaYAragonPrincipeEsquilache_16,3,4,1,2,4,,1,0,,
FcodeBorjaYAragonPrincipeEsquilache_17,3,4,1,2,4,,1,0,,
FcodeBorjaYAragonPrincipeEsquilache_22,3,4,1,2,4,,1,0,,
FcodeBorjaYAragonPrincipeEsquilache_52,5,2,1,4,2,,1,0,,
FernandoDeHerrera_154,2,5,1,1,5,,1,0,,
FernandoDeHerrera_191,4,3,1,3,3,,1,0,,
FernandoDeHerrera_22,2,5,1,1,5,,1,0,,
FernandoDeHerrera_223,2,5,1,1,5,,1,0,,
FernandoDeHerrera_62,2,5,1,1,5,,1,0,,
FernandoDeHerrera_75,4,3,1,3,3,,1,0,,
FernandoDeHerrera_76,5,2,1,4,2,,1,0,,
FranciscoDeAldana_27,3,4,1,2,4,,1,0,,
FranciscoDeAldana_28,3,4,1,2,4,,1,0,,
FranciscoDeAldana_42,2,5,1,1,5,,1,0,,
FranciscoDeFigueroa_1,2,5,1,1,5,,1,0,,
FranciscoDeLaTorre_13,2,5,1,1,5,,1,0,,
FranciscoDeLaTorre_47,3,4,1,2,4,,1,0,,
FranciscoDeLaTorre_52,2,5,1,1,5,,1,0,,
Gongora_26,4,3,1,3,3,,1,0,,
Gongora_63,3,4,1,2,4,,1,0,,
GutierreDeCetina_153,3,4,1,2,4,,1,0,,
GutierreDeCetina_19,2,5,1,1,5,,1,0,,
GutierreDeCetina_201,5,2,1,4,2,,1,0,,
GutierreDeCetina_238,2,5,1,1,5,,1,0,,
GutierreDeCetina_4,2,5,1,1,5,,1,0,,
GutierreDeCetina_92,3,4,1,2,4,,1,0,,
GutierreDeCetina_93,2,5,1,1,5,,1,0,,
HernandodeAcunya_38,3,4,,2,4,,1,0,,
JosephDeLitalaYCastelvi_113,4,3,1,3,3,,1,0,,
JosephDeLitalaYCastelvi_132,4,3,1,3,3,,1,0,,
JosephDeLitalaYCastelvi_149,2,5,1,1,5,,1,0,,
JuanBoscan_25,2,5,1,1,5,,1,0,,
JuanBoscan_90,3,4,1,2,4,,1,0,,
JuanDeAlmeida_9,2,5,1,1,5,,1,0,,
JuanDeTassisYPeralta_130,5,2,1,4,2,,1,0,,
JuanDeTassisYPeralta_144,3,4,1,2,4,,1,0,,
JuanDeTassisYPeralta_155,3,4,1,2,4,,1,0,,
JuanDeTassisYPeralta_162,5,2,1,4,2,,1,0,,
JuanDeTassisYPeralta_173,3,4,1,2,4,,1,0,,
JuanDeTassisYPeralta_174,3,4,1,2,4,,1,0,,
JuanDeTassisYPeralta_181,2,5,1,1,5,,1,0,,
JuanDeTassisYPeralta_182,3,4,1,2,4,,1,0,,
JuanDeTassisYPeralta_47,3,4,1,2,4,,1,0,,
JuanDeTassisYPeralta_74,4,3,1,3,3,,1,0,,
JuanaInesDeLaCruz_51,3,4,1,2,4,,1,0,,
JuanaInesDeLaCruz_61,3,4,1,2,4,,1,0,,
JuanaInesDeLaCruz_8,4,3,1,3,3,,1,0,,
LopeDeVega_1024,2,5,1,1,5,,1,0,,
LopeDeVega_1078,3,4,1,2,4,,1,0,,
LopeDeVega_1149,2,5,1,1,5,,1,0,,
LopeDeVega_1154,3,4,1,2,4,,1,0,,
LopeDeVega_1194,3,4,1,2,4,,1,0,,
LopeDeVega_1215,3,4,1,2,4,,1,0,,
LopeDeVega_1220,2,5,1,1,5,,1,0,,
LopeDeVega_1245,3,4,1,2,4,,1,0,,
LopeDeVega_1287,2,5,1,1,5,,1,0,,
LopeDeVega_1288,2,5,1,1,5,,1,0,,
LopeDeVega_1296,2,5,1,1,5,,1,0,,
LopeDeVega_134,3,4,1,2,4,,1,0,,
LopeDeVega_159,4,3,1,3,3,,1,0,,
LopeDeVega_162,2,5,1,1,5,,1,0,,
LopeDeVega_172,3,4,1,2,4,,1,0,,
LopeDeVega_174,2,5,1,1,5,,1,0,,
LopeDeVega_197,4,3,1,3,3,,1,0,,
LopeDeVega_202,3,4,1,2,4,,1,0,,
LopeDeVega_333,2,5,1,1,5,,1,0,,
LopeDeVega_388,2,5,1,1,5,,1,0,,
LopeDeVega_423,2,5,1,1,5,,1,0,,
LopeDeVega_448,2,5,1,1,5,,1,0,,
LopeDeVega_46,3,4,1,2,4,,1,0,,
LopeDeVega_502,2,5,1,1,5,,1,0,,
LopeDeVega_608,2,5,1,1,5,,1,0,,
LopeDeVega_612,2,5,1,1,5,,1,0,,
LopeDeVega_655,3,4,1,2,4,,1,0,,
LopeDeVega_704,3,4,1,2,4,,1,0,,
LopeDeVega_705,3,4,1,2,4,,1,0,,
LopeDeVega_711,2,5,1,1,5,,1,0,,
LopeDeVega_752,3,4,1,2,4,,1,0,,
LopeDeVega_804,4,3,1,3,3,,1,0,,
LopeDeVega_814,2,5,1,1,5,,1,0,,
LopeDeVega_847,3,4,1,2,4,,1,0,,
LopeDeVega_893,2,5,1,1,5,,1,0,,
LopeDeVega_899,2,5,1,1,5,,1,0,,
LopeDeVega_927,2,5,1,1,5,,1,0,,
LopeDeVega_934,2,5,1,1,5,,1,0,,
LopeDeVega_970,2,5,1,1,5,,1,0,,
LopeDeVega_98,2,5,1,1,5,,1,0,,
LopeDeVega_999,4,3,1,3,3,,1,0,,
LopeDeZarate_20,3,4,,2,4,,1,0,,
LopeDeZarate_44,2,5,1,1,5,,1,0,,
LopeDeZarate_7,2,5,1,1,5,,1,0,,
LuisCarrilloySotomayor_12,2,5,1,1,5,,1,0,,
LuisCarrilloySotomayor_3,3,4,1,2,4,,1,0,,
LuisCarrilloySotomayor_42,3,4,1,2,4,,1,0,,
LuisCarrilloySotomayor_7,4,3,1,3,3,,1,0,,
LuisDeUlloaYPereira_71,3,4,1,2,4,,1,0,,
LuisDeUlloaYPereira_75,2,5,1,1,5,,1,0,,
LuisDeUlloaYPereira_87,4,3,1,3,3,,1,0,,
LuisDeUlloaYPereira_9,4,3,1,3,3,,1,0,,
PedroDePadilla_34,3,4,1,2,4,,1,0,,
PedroSotoDeRojas_113,4,3,1,3,3,,1,0,,
PedroSotoDeRojas_12,3,4,1,2,4,,1,0,,
PedroSotoDeRojas_40,2,5,1,1,5,,1,0,,
PedroSotoDeRojas_70,2,5,1,1,5,,1,0,,
PoloDeMedina_2,3,4,1,2,4,,1,0,,
Quevedo_146,3,4,1,2,4,,1,0,,
Quevedo_230,3,4,1,2,4,,1,0,,
Quevedo_241,5,2,1,4,2,,1,0,,
Quevedo_257,3,4,1,2,4,,1,0,,
Quevedo_34,3,4,1,2,4,,1,0,,
Quevedo_345,3,4,1,2,4,,1,0,,
Quevedo_362,4,3,1,3,3,,1,0,,
Quevedo_366,3,4,1,2,4,,1,0,,
Quevedo_409,4,3,1,3,3,,1,0,,
Quevedo_423,3,4,1,2,4,,1,0,,
Quevedo_427,3,4,1,2,4,,1,0,,
Quevedo_452,3,4,1,2,4,,1,0,,
Quevedo_47,3,4,1,2,4,,1,0,,
Quevedo_494,3,4,1,2,4,,1,0,,
Quevedo_507,4,3,1,3,3,,1,0,,
Quevedo_51,2,5,1,1,5,,1,0,,
Quevedo_511,3,4,1,2,4,,1,0,,
Quevedo_516,4,3,1,3,3,,1,0,,
Quevedo_57,2,5,1,1,5,,1,0,,
Quevedo_63,3,4,1,2,4,,1,0,,
Quevedo_90,2,5,1,1,5,,1,0,,
ReyDeArtieda_3,2,5,1,1,5,,1,0,,
TirsoDeMolina_31,2,5,1,1,5,,1,0,,
TirsoDeMolina_47,2,5,1,1,5,,1,0,,
TirsoDeMolina_48,3,4,1,2,4,,1,0,,
TirsoDeMolina_6,2,5,1,1,5,,1,0,,
TrilloYFigueroa_1,3,4,1,2,4,,1,0,,
TrilloYFigueroa_13,3,4,1,2,4,,1,0,,
TrilloYFigueroa_14,2,5,1,1,5,,1,0,,
TrilloYFigueroa_31,3,4,1,2,4,,1,0,,
s003g_0009,3,4,1,2,4,,1,0,,
s026g_0049,3,4,1,2,4,,1,0,,
s050g_0101,2,5,1,1,5,,1,0,,
s080g_0140,3,4,1,2,4,,1,0,,
s082g_0143,3,4,1,2,4,,1,0,,
s109g_0212,3,4,1,2,4,,1,0,,
s113g_0231,2,5,1,1,5,,1,0,,
s115g_0238,3,4,1,2,4,,1,0,,
s137g_0273,2,5,1,1,5,,1,0,,
s149g_0292,2,5,1,1,5,,1,0,,
s151g_0295,2,5,1,1,5,,1,0,,
s162g_0319,3,4,1,2,4,,1,0,,
s244g_0510_02,2,5,1,1,5,,1,0,,
s244g_0510_08,3,4,1,2,4,,1,0,,
s267g_0550,2,5,1,1,5,,1,0,,
s284g_0583,3,4,1,2,4,,1,0,,
s330g_0776,2,5,1,1,5,,1,0,,
s340g_0793,3,4,1,2,4,,1,0,,
s340g_0794,3,4,1,2,4,,1,0,,
s359g_0823,3,4,1,2,4,,1,0,,
s361g_0825,3,4,1,2,4,,1,0,,
s365g_0832,2,5,1,1,5,,1,0,,
s392g_0869,3,4,1,2,4,,1,0,,
s431g_0936,2,5,1,1,5,,1,0,,
s484g_1011,3,4,1,2,4,,1,0,,
AntonioEnriquezGomez_34,4,4,,2,4,,2,0,,
AntonioHurtadoDeMendoza_2,3,5,,1,5,,2,0,,
ArgensolaBartolome_114,4,4,,2,4,,2,0,,
