sID	_m	o0	o1	o9	s0	s1	s9	oa0	oa1	sa0	sa1	oms1	oms0	oms10	oms01	o1s1mo0s0	ov	sv	oa	sa	omsv	omsa
LopeDeVega_768	both	1.0	7.0		4.0	2.0			8.0		6.0	5.0	-3.0	3.0	-1.0	4.0	0.5642	0.3684	0.5183	0.6158	0.1958	-0.0976
LopeDeVega_769	both	4.0	4.0		1.0	5.0		1.0	7.0		6.0	-1.0	3.0	3.0	-1.0	4.0	0.523	0.6217	0.5581	0.5173	-0.0986	0.0409
LopeDeVega_77	both	4.0	3.0	1.0	1.0	5.0		2.0	6.0		6.0	-2.0	3.0	2.0	-1.0	3.0	0.5216	0.621	0.6284	0.4177	-0.0995	0.2106
LopeDeVega_770	both	4.0	2.0	1.0	3.0	3.0		1.0	6.0		6.0	-1.0	1.0	-1.0	1.0	-2.0	0.413	0.4533	0.6213	0.6489	-0.0403	-0.0277
LopeDeVega_771	both	2.0	5.0	1.0	2.0	4.0		1.0	7.0		6.0	1.0	0.0	3.0	-2.0	5.0	0.497	0.5028	0.6105	0.617	-0.0058	-0.0065
LopeDeVega_773	both	1.0	7.0		3.0	2.0	1.0		8.0	1.0	5.0	5.0	-2.0	4.0	-1.0	5.0	0.6422	0.3911	0.516	0.6553	0.2511	-0.1394
LopeDeVega_774	both	2.0	4.0	2.0	3.0	1.0	2.0	3.0	5.0	2.0	4.0	3.0	-1.0	1.0	1.0	0.0	0.574	0.45	0.5357	0.4982	0.124	0.0375
LopeDeVega_775	both	2.0	5.0	1.0	2.0	4.0		1.0	7.0		6.0	1.0	0.0	3.0	-2.0	5.0	0.5611	0.5456	0.5706	0.5768	0.0154	-0.0062
LopeDeVega_778	both	2.0	6.0		2.0	4.0			8.0		6.0	2.0	0.0	4.0	-2.0	6.0	0.5525	0.5924	0.6037	0.4097	-0.0398	0.194
LopeDeVega_779	both	3.0	5.0		2.0	2.0	2.0		8.0	2.0	4.0	3.0	1.0	3.0	1.0	2.0	0.4998	0.4452	0.5484	0.7287	0.0546	-0.1803
LopeDeVega_78	both	2.0	4.0	2.0	2.0	4.0		2.0	6.0		6.0	0.0	0.0	2.0	-2.0	4.0	0.5212	0.4904	0.5674	0.5875	0.0308	-0.0201
LopeDeVega_780	both	4.0	3.0	1.0	3.0	2.0	1.0	1.0	7.0	1.0	5.0	1.0	1.0	0.0	2.0	-2.0	0.4571	0.481	0.5805	0.5957	-0.0239	-0.0152
LopeDeVega_781	both	2.0	5.0	1.0	2.0	1.0	3.0	1.0	7.0	3.0	3.0	4.0	0.0	3.0	1.0	2.0	0.5796	0.4238	0.5362	0.6927	0.1558	-0.1565
LopeDeVega_783	both	3.0	5.0		2.0	4.0			8.0		6.0	1.0	1.0	3.0	-1.0	4.0	0.5525	0.482	0.6007	0.6005	0.0706	0.0002
LopeDeVega_784	both	2.0	6.0		3.0	3.0			8.0		6.0	3.0	-1.0	3.0	-1.0	4.0	0.5693	0.4576	0.4482	0.6127	0.1117	-0.1645
LopeDeVega_785	both	4.0	2.0	2.0	1.0	5.0		2.0	6.0		6.0	-3.0	3.0	1.0	-1.0	2.0	0.3701	0.6601	0.7142	0.4515	-0.29	0.2626
LopeDeVega_786	both	2.0	5.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	1.0	1.0	4.0	-2.0	6.0	0.6752	0.5875	0.537	0.4505	0.0876	0.0865
LopeDeVega_787	both	2.0	4.0	2.0	1.0	3.0	2.0	2.0	6.0	2.0	4.0	1.0	1.0	3.0	-1.0	4.0	0.535	0.5016	0.6407	0.6011	0.0334	0.0396
LopeDeVega_788	both	4.0	4.0		1.0	5.0			8.0		6.0	-1.0	3.0	3.0	-1.0	4.0	0.4968	0.6529	0.6152	0.5272	-0.1561	0.0881
LopeDeVega_789	both	2.0	5.0	1.0	1.0	4.0		1.0	7.0		5.0	1.0	1.0	4.0	-2.0	6.0	0.5924	0.6346	0.6055	0.5589	-0.0423	0.0466
LopeDeVega_79	both	2.0	4.0	2.0	2.0	3.0	1.0	3.0	5.0	1.0	5.0	1.0	0.0	2.0	-1.0	3.0	0.5756	0.4938	0.3987	0.6369	0.0818	-0.2381
LopeDeVega_790	both	1.0	4.0	3.0	2.0	2.0	2.0	3.0	5.0	2.0	4.0	2.0	-1.0	2.0	-1.0	3.0	0.5312	0.4554	0.5135	0.6571	0.0758	-0.1436
LopeDeVega_791	both	3.0	3.0	1.0	1.0	4.0		1.0	6.0		5.0	-1.0	2.0	2.0	-1.0	3.0	0.4904	0.4981	0.6028	0.5319	-0.0076	0.0709
LopeDeVega_793	both	1.0	6.0	1.0	1.0	5.0		1.0	7.0		6.0	1.0	0.0	5.0	-4.0	9.0	0.6056	0.7251	0.6085	0.5106	-0.1194	0.0979
LopeDeVega_797	both	3.0	5.0		1.0	4.0	1.0		8.0	1.0	5.0	1.0	2.0	4.0	-1.0	5.0	0.5431	0.5541	0.5397	0.4851	-0.011	0.0546
LopeDeVega_799	both	2.0	6.0		3.0	2.0	1.0	2.0	6.0	1.0	5.0	4.0	-1.0	3.0	0.0	3.0	0.6011	0.5766	0.5485	0.5776	0.0246	-0.0291
LopeDeVega_8	both	2.0	6.0		3.0	3.0			8.0		6.0	3.0	-1.0	3.0	-1.0	4.0	0.6342	0.4926	0.453	0.6392	0.1417	-0.1862
LopeDeVega_80	both	4.0	2.0	2.0	2.0	3.0	1.0	2.0	6.0	1.0	5.0	-1.0	2.0	0.0	1.0	-1.0	0.3782	0.4869	0.7564	0.5702	-0.1086	0.1862
LopeDeVega_800	both	1.0	5.0	2.0	1.0	4.0	1.0	2.0	6.0	1.0	5.0	1.0	0.0	4.0	-3.0	7.0	0.679	0.6269	0.5208	0.5451	0.0521	-0.0243
LopeDeVega_801	both	3.0	2.0	3.0	2.0	4.0		3.0	5.0	1.0	5.0	-2.0	1.0	0.0	-1.0	1.0	0.4176	0.6026	0.7095	0.5313	-0.185	0.1782
LopeDeVega_802	both	3.0	4.0	1.0	4.0	2.0		1.0	7.0		6.0	2.0	-1.0	0.0	1.0	-1.0	0.4983	0.4682	0.6221	0.6095	0.0301	0.0126
LopeDeVega_803	both	1.0	3.0	4.0	2.0	4.0		4.0	4.0		6.0	-1.0	-1.0	1.0	-3.0	4.0	0.6029	0.5692	0.4714	0.5846	0.0337	-0.1132
LopeDeVega_804	both	4.0	3.0	1.0	3.0	3.0		1.0	7.0		6.0	0.0	1.0	0.0	1.0	-1.0	0.4337	0.4692	0.7112	0.5835	-0.0355	0.1278
LopeDeVega_805	both	3.0	4.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	3.0	-1.0	4.0	0.602	0.5339	0.4965	0.6206	0.0681	-0.1241
LopeDeVega_807	both	1.0	7.0		3.0	3.0			8.0		6.0	4.0	-2.0	4.0	-2.0	6.0	0.6696	0.4348	0.5615	0.6631	0.2348	-0.1016
LopeDeVega_81	both	2.0	4.0	2.0	2.0	4.0		2.0	6.0	1.0	5.0	0.0	0.0	2.0	-2.0	4.0	0.4885	0.4904	0.5813	0.5861	-0.0018	-0.0048
LopeDeVega_810	both	4.0	4.0		1.0	4.0	1.0		8.0	1.0	5.0	0.0	3.0	3.0	0.0	3.0	0.5519	0.6211	0.4362	0.4882	-0.0692	-0.0521
LopeDeVega_812	both	2.0	6.0		1.0	3.0	2.0		8.0	2.0	4.0	3.0	1.0	5.0	-1.0	6.0	0.513	0.5596	0.6384	0.5155	-0.0466	0.1229
LopeDeVega_813	both	4.0	4.0		1.0	5.0			8.0		6.0	-1.0	3.0	3.0	-1.0	4.0	0.4618	0.6476	0.6651	0.5129	-0.1858	0.1521
LopeDeVega_814	both	2.0	5.0	1.0	1.0	5.0		1.0	7.0		6.0	0.0	1.0	4.0	-3.0	7.0	0.5059	0.5679	0.5816	0.6253	-0.062	-0.0437
LopeDeVega_815	both	3.0	4.0	1.0	1.0	4.0	1.0	1.0	7.0	2.0	4.0	0.0	2.0	3.0	-1.0	4.0	0.5924	0.7046	0.5098	0.4787	-0.1122	0.0311
LopeDeVega_817	both	2.0	5.0	1.0	3.0	3.0		1.0	7.0		6.0	2.0	-1.0	2.0	-1.0	3.0	0.5247	0.4639	0.5988	0.5622	0.0608	0.0366
LopeDeVega_818	both	3.0	5.0		1.0	3.0	2.0		8.0	2.0	4.0	2.0	2.0	4.0	0.0	4.0	0.5199	0.6156	0.681	0.7057	-0.0957	-0.0246
LopeDeVega_819	both	4.0	2.0	1.0	1.0	5.0		1.0	6.0		6.0	-3.0	3.0	1.0	-1.0	2.0	0.414	0.6125	0.648	0.4574	-0.1985	0.1905
LopeDeVega_82	both	3.0	4.0		2.0	3.0	1.0		7.0	1.0	5.0	1.0	1.0	2.0	0.0	2.0	0.5705	0.4983	0.5508	0.7404	0.0722	-0.1897
LopeDeVega_820	both	2.0	6.0		1.0	3.0	2.0		8.0	2.0	4.0	3.0	1.0	5.0	-1.0	6.0	0.6296	0.6658	0.4304	0.4925	-0.0362	-0.0621
LopeDeVega_821	both	2.0	6.0		3.0	3.0			8.0		6.0	3.0	-1.0	3.0	-1.0	4.0	0.5841	0.5435	0.5257	0.6083	0.0406	-0.0826
LopeDeVega_823	both	3.0	4.0	1.0	2.0	3.0	1.0	1.0	7.0	1.0	5.0	1.0	1.0	2.0	0.0	2.0	0.6237	0.5166	0.4788	0.5334	0.1071	-0.0546
LopeDeVega_825	both	1.0	6.0	1.0	3.0	3.0		1.0	7.0		6.0	3.0	-2.0	3.0	-2.0	5.0	0.6697	0.4211	0.5497	0.5609	0.2486	-0.0112
LopeDeVega_827	both	2.0	4.0	2.0	2.0	2.0		2.0	6.0		4.0	2.0	0.0	2.0	0.0	2.0	0.6019	0.4682	0.5071	0.5833	0.1338	-0.0762
LopeDeVega_828	both	4.0	3.0	1.0	2.0	3.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	1.0	1.0	0.0	0.4763	0.4658	0.6075	0.5408	0.0105	0.0667
LopeDeVega_83	both	1.0	7.0		1.0	2.0	1.0		8.0	1.0	3.0	5.0	0.0	6.0	-1.0	7.0	0.7046	0.6072	0.5177	0.5839	0.0974	-0.0662
LopeDeVega_830	both	2.0	6.0		2.0	3.0	1.0		8.0	1.0	5.0	3.0	0.0	4.0	-1.0	5.0	0.5732	0.4874	0.5771	0.5135	0.0859	0.0637
LopeDeVega_831	both	5.0	1.0	2.0	4.0	2.0		2.0	6.0		6.0	-1.0	1.0	-3.0	3.0	-6.0	0.4344	0.4153	0.539	0.5924	0.0191	-0.0534
LopeDeVega_832	both	2.0	6.0		1.0	5.0			8.0	2.0	4.0	1.0	1.0	5.0	-3.0	8.0	0.6763	0.5979	0.5114	0.5887	0.0784	-0.0772
LopeDeVega_833	both	1.0	7.0		2.0	4.0			8.0		6.0	3.0	-1.0	5.0	-3.0	8.0	0.7083	0.5898	0.4979	0.5402	0.1185	-0.0423
LopeDeVega_836	both	1.0	7.0		3.0	1.0	2.0		8.0	2.0	4.0	6.0	-2.0	4.0	0.0	4.0	0.6643	0.3885	0.581	0.6028	0.2758	-0.0218
LopeDeVega_837	both	2.0	6.0		1.0	4.0			8.0		5.0	2.0	1.0	5.0	-2.0	7.0	0.6438	0.6657	0.5904	0.5787	-0.0219	0.0117
LopeDeVega_838	both	4.0	3.0	1.0	4.0	2.0		1.0	7.0		6.0	1.0	0.0	-1.0	2.0	-3.0	0.4161	0.4926	0.6265	0.5704	-0.0764	0.056
LopeDeVega_839	both	1.0	5.0	2.0	2.0	4.0		2.0	6.0		6.0	1.0	-1.0	3.0	-3.0	6.0	0.627	0.5754	0.529	0.4936	0.0516	0.0354
LopeDeVega_84	both	3.0	3.0	2.0	1.0	5.0		3.0	5.0		6.0	-2.0	2.0	2.0	-2.0	4.0	0.5818	0.6295	0.5098	0.509	-0.0477	0.0008
LopeDeVega_840	both	4.0	4.0		1.0	5.0			8.0		6.0	-1.0	3.0	3.0	-1.0	4.0	0.483	0.7019	0.594	0.6083	-0.2189	-0.0143
LopeDeVega_844	both	2.0	6.0		3.0	3.0			8.0		6.0	3.0	-1.0	3.0	-1.0	4.0	0.4933	0.5225	0.508	0.4757	-0.0292	0.0323
LopeDeVega_845	both	1.0	7.0		1.0	4.0	1.0		8.0	1.0	5.0	3.0	0.0	6.0	-3.0	9.0	0.5652	0.6586	0.4963	0.5078	-0.0934	-0.0115
LopeDeVega_846	both	2.0	6.0		2.0	4.0			8.0		6.0	2.0	0.0	4.0	-2.0	6.0	0.5424	0.5393	0.4514	0.6165	0.0031	-0.1651
LopeDeVega_847	both	3.0	4.0	1.0	2.0	4.0		1.0	7.0		6.0	0.0	1.0	2.0	-1.0	3.0	0.5409	0.5531	0.5216	0.5591	-0.0122	-0.0375
LopeDeVega_848	both	2.0	6.0		2.0	2.0	2.0		8.0	2.0	4.0	4.0	0.0	4.0	0.0	4.0	0.6131	0.5271	0.5865	0.5975	0.086	-0.011
LopeDeVega_849	both	3.0	5.0		2.0	4.0			8.0		6.0	1.0	1.0	3.0	-1.0	4.0	0.5634	0.5641	0.5117	0.496	-0.0007	0.0157
LopeDeVega_85	both	3.0	4.0	1.0	3.0	3.0		1.0	7.0		6.0	1.0	0.0	1.0	0.0	1.0	0.5434	0.5463	0.6027	0.4622	-0.0029	0.1405
LopeDeVega_850	both	2.0	6.0		1.0	5.0			8.0		6.0	1.0	1.0	5.0	-3.0	8.0	0.6004	0.6177	0.5677	0.4809	-0.0173	0.0868
LopeDeVega_851	both	3.0	5.0		3.0	2.0	1.0		8.0	1.0	5.0	3.0	0.0	2.0	1.0	1.0	0.4545	0.4188	0.6596	0.5765	0.0357	0.0831
LopeDeVega_852	both	1.0	5.0	2.0	1.0	4.0	1.0	2.0	6.0	1.0	5.0	1.0	0.0	4.0	-3.0	7.0	0.6163	0.6204	0.5051	0.5092	-0.0041	-0.0041
LopeDeVega_854	both	4.0	3.0	1.0	2.0	2.0	2.0	1.0	7.0	2.0	4.0	1.0	2.0	1.0	2.0	-1.0	0.434	0.4952	0.6111	0.7245	-0.0612	-0.1133
LopeDeVega_855	both	2.0	5.0	1.0	5.0	1.0		1.0	7.0		6.0	4.0	-3.0	0.0	1.0	-1.0	0.633	0.387	0.4467	0.5929	0.2459	-0.1462
LopeDeVega_856	both	2.0	5.0	1.0	3.0	2.0	1.0	1.0	7.0	1.0	5.0	3.0	-1.0	2.0	0.0	2.0	0.5793	0.535	0.573	0.5674	0.0442	0.0057
LopeDeVega_857	both	1.0	6.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	2.0	0.0	5.0	-3.0	8.0	0.6815	0.5841	0.5309	0.5109	0.0974	0.02
LopeDeVega_858	both	2.0	6.0		4.0	2.0			8.0		6.0	4.0	-2.0	2.0	0.0	2.0	0.5072	0.4772	0.6216	0.5313	0.0299	0.0903
LopeDeVega_859	both	1.0	7.0		1.0	5.0			8.0		6.0	2.0	0.0	6.0	-4.0	10.0	0.6562	0.5966	0.52	0.5426	0.0596	-0.0225
LopeDeVega_860	both	2.0	6.0		2.0	4.0			8.0		6.0	2.0	0.0	4.0	-2.0	6.0	0.5982	0.5569	0.4914	0.6277	0.0413	-0.1363
LopeDeVega_861	both	2.0	6.0		2.0	3.0			8.0		5.0	3.0	0.0	4.0	-1.0	5.0	0.6027	0.5366	0.5488	0.7209	0.0661	-0.1721
LopeDeVega_862	both	2.0	3.0	3.0	2.0	4.0		3.0	5.0		6.0	-1.0	0.0	1.0	-2.0	3.0	0.5505	0.5478	0.5957	0.5875	0.0027	0.0082
LopeDeVega_864	both	2.0	5.0	1.0	2.0	3.0	1.0	1.0	7.0	1.0	5.0	2.0	0.0	3.0	-1.0	4.0	0.5975	0.4102	0.6055	0.6043	0.1873	0.0012
LopeDeVega_866	both	5.0	3.0		1.0	2.0	3.0		8.0	3.0	3.0	1.0	4.0	2.0	3.0	-1.0	0.511	0.6064	0.6028	0.461	-0.0954	0.1418
LopeDeVega_867	both	4.0	4.0		3.0	3.0			8.0		6.0	1.0	1.0	1.0	1.0	0.0	0.4561	0.5293	0.5614	0.5377	-0.0733	0.0237
LopeDeVega_868	both	5.0	2.0	1.0	2.0	4.0		2.0	6.0		6.0	-2.0	3.0	0.0	1.0	-1.0	0.3657	0.5622	0.6738	0.5059	-0.1966	0.1678
LopeDeVega_869	both	3.0	4.0	1.0	1.0	3.0	2.0	1.0	7.0	2.0	4.0	1.0	2.0	3.0	0.0	3.0	0.5237	0.5	0.6328	0.5656	0.0237	0.0672
LopeDeVega_87	both	2.0	2.0	4.0	2.0	3.0	1.0	4.0	4.0	2.0	4.0	-1.0	0.0	0.0	-1.0	1.0	0.508	0.4854	0.4823	0.7617	0.0225	-0.2794
LopeDeVega_870	both	4.0	4.0		4.0	2.0		1.0	7.0		6.0	2.0	0.0	0.0	2.0	-2.0	0.4688	0.3994	0.619	0.734	0.0695	-0.115
LopeDeVega_872	both	5.0	3.0		4.0	2.0			8.0	1.0	5.0	1.0	1.0	-1.0	3.0	-4.0	0.4705	0.3988	0.5049	0.6264	0.0717	-0.1215
LopeDeVega_873	both	3.0	5.0		1.0	5.0			8.0		6.0	0.0	2.0	4.0	-2.0	6.0	0.5869	0.6858	0.602	0.5792	-0.0988	0.0228
LopeDeVega_874	both	4.0	3.0	1.0	3.0	2.0	1.0	1.0	7.0	1.0	5.0	1.0	1.0	0.0	2.0	-2.0	0.4636	0.408	0.6876	0.6286	0.0555	0.059
LopeDeVega_876	both	1.0	5.0	2.0	1.0	5.0		3.0	5.0		6.0	0.0	0.0	4.0	-4.0	8.0	0.6848	0.6369	0.5296	0.4823	0.0479	0.0474
LopeDeVega_877	both	1.0	5.0	2.0	3.0	2.0	1.0	2.0	6.0	1.0	5.0	3.0	-2.0	2.0	-1.0	3.0	0.6023	0.4446	0.4765	0.6979	0.1577	-0.2214
LopeDeVega_878	both	2.0	6.0		2.0	3.0	1.0		8.0	1.0	5.0	3.0	0.0	4.0	-1.0	5.0	0.5691	0.5969	0.5285	0.573	-0.0278	-0.0445
LopeDeVega_88	both	1.0	5.0	2.0	1.0	4.0	1.0	2.0	6.0	1.0	5.0	1.0	0.0	4.0	-3.0	7.0	0.6461	0.6242	0.6069	0.505	0.0219	0.1019
LopeDeVega_880	both	1.0	6.0	1.0	1.0	5.0		1.0	7.0		6.0	1.0	0.0	5.0	-4.0	9.0	0.6056	0.7251	0.6085	0.5106	-0.1194	0.0979
LopeDeVega_881	both	2.0	5.0	1.0	2.0	3.0	1.0	1.0	7.0	3.0	3.0	2.0	0.0	3.0	-1.0	4.0	0.5705	0.4373	0.5137	0.6359	0.1333	-0.1223
LopeDeVega_882	both	1.0	6.0	1.0	2.0	3.0	1.0	1.0	7.0	1.0	5.0	3.0	-1.0	4.0	-2.0	6.0	0.5837	0.4873	0.4422	0.6053	0.0964	-0.1632
LopeDeVega_884	both	2.0	3.0	3.0	2.0	4.0		3.0	5.0		6.0	-1.0	0.0	1.0	-2.0	3.0	0.5944	0.5722	0.4766	0.5764	0.0222	-0.0998
LopeDeVega_886	both	1.0	1.0	6.0	3.0	1.0	2.0	6.0	2.0	2.0	4.0	0.0	-2.0	-2.0	0.0	-2.0	0.4062	0.4539	0.575	0.5852	-0.0477	-0.0102
LopeDeVega_887	both	3.0	5.0		3.0	3.0			8.0		6.0	2.0	0.0	2.0	0.0	2.0	0.5419	0.5159	0.4938	0.6087	0.026	-0.115
LopeDeVega_888	both	1.0	5.0	2.0	4.0	1.0	1.0	2.0	6.0	1.0	5.0	4.0	-3.0	1.0	0.0	1.0	0.6446	0.4196	0.6634	0.5089	0.225	0.1544
LopeDeVega_889	both	3.0	4.0	1.0	1.0	4.0		1.0	7.0		5.0	0.0	2.0	3.0	-1.0	4.0	0.4905	0.6191	0.5639	0.5484	-0.1286	0.0155
LopeDeVega_89	both	3.0	3.0	2.0	1.0	4.0	1.0	2.0	6.0	1.0	5.0	-1.0	2.0	2.0	-1.0	3.0	0.4916	0.5404	0.5319	0.5427	-0.0488	-0.0108
LopeDeVega_890	both	1.0	4.0	3.0	4.0	2.0		3.0	5.0		6.0	2.0	-3.0	0.0	-1.0	1.0	0.5485	0.4136	0.522	0.6454	0.1349	-0.1234
LopeDeVega_892	both	2.0	5.0	1.0	2.0	3.0	1.0	1.0	7.0	2.0	4.0	2.0	0.0	3.0	-1.0	4.0	0.6306	0.5188	0.5441	0.7019	0.1117	-0.1578
LopeDeVega_893	both	2.0	5.0	1.0	1.0	5.0		2.0	6.0		6.0	0.0	1.0	4.0	-3.0	7.0	0.6143	0.6454	0.6733	0.6433	-0.0311	0.03
LopeDeVega_894	both	3.0	5.0		1.0	3.0	2.0		8.0	2.0	4.0	2.0	2.0	4.0	0.0	4.0	0.5295	0.4548	0.5657	0.5762	0.0747	-0.0105
LopeDeVega_895	both	3.0	3.0	2.0	2.0	4.0		2.0	6.0		6.0	-1.0	1.0	1.0	-1.0	2.0	0.5376	0.5448	0.6135	0.6846	-0.0072	-0.0711
LopeDeVega_896	both	3.0	5.0		2.0	4.0			8.0		6.0	1.0	1.0	3.0	-1.0	4.0	0.5924	0.5535	0.5652	0.5038	0.0388	0.0615
LopeDeVega_897	both	3.0	3.0	2.0	3.0	2.0		3.0	5.0		5.0	1.0	0.0	0.0	1.0	-1.0	0.5634	0.4994	0.5759	0.5251	0.064	0.0508
LopeDeVega_898	both	5.0	1.0	1.0	2.0	4.0		1.0	6.0		6.0	-3.0	3.0	-1.0	1.0	-2.0	0.4493	0.541	0.5877	0.6095	-0.0917	-0.0218
LopeDeVega_899	both	2.0	5.0	1.0	1.0	5.0		1.0	7.0		6.0	0.0	1.0	4.0	-3.0	7.0	0.4843	0.6599	0.5854	0.5626	-0.1756	0.0228
LopeDeVega_9	both	3.0	4.0	1.0	1.0	4.0	1.0	1.0	7.0	2.0	4.0	0.0	2.0	3.0	-1.0	4.0	0.5702	0.6391	0.5056	0.3663	-0.0689	0.1393
LopeDeVega_90	both	2.0	4.0	1.0	3.0	2.0	1.0	2.0	5.0	1.0	5.0	2.0	-1.0	1.0	0.0	1.0	0.5326	0.4497	0.5207	0.6213	0.0829	-0.1005
LopeDeVega_900	both	3.0	4.0	1.0	3.0	3.0		1.0	7.0		6.0	1.0	0.0	1.0	0.0	1.0	0.4863	0.4656	0.5798	0.7307	0.0207	-0.1509
LopeDeVega_901	both	3.0	4.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	3.0	-1.0	4.0	0.4424	0.5834	0.4749	0.5461	-0.141	-0.0712
LopeDeVega_902	both	2.0	4.0	2.0	1.0	3.0	2.0	2.0	6.0	2.0	4.0	1.0	1.0	3.0	-1.0	4.0	0.5349	0.5624	0.3952	0.4698	-0.0275	-0.0746
LopeDeVega_903	both	3.0	5.0		1.0	5.0		2.0	6.0		6.0	0.0	2.0	4.0	-2.0	6.0	0.5222	0.5318	0.6643	0.5343	-0.0097	0.13
LopeDeVega_904	both	3.0	4.0	1.0	2.0	1.0	3.0	1.0	7.0	3.0	3.0	3.0	1.0	2.0	2.0	0.0	0.5165	0.5265	0.5943	0.5726	-0.0101	0.0217
LopeDeVega_905	both	3.0	5.0		3.0	3.0			8.0		6.0	2.0	0.0	2.0	0.0	2.0	0.5301	0.4964	0.6066	0.6054	0.0337	0.0011
LopeDeVega_906	both	1.0	5.0	2.0	1.0	5.0		2.0	6.0		6.0	0.0	0.0	4.0	-4.0	8.0	0.7506	0.6263	0.4638	0.5532	0.1243	-0.0894
LopeDeVega_907	both	4.0	4.0		3.0	1.0	2.0		8.0	2.0	4.0	3.0	1.0	1.0	3.0	-2.0	0.4357	0.3424	0.6927	0.6915	0.0933	0.0012
LopeDeVega_909	both	3.0	5.0		2.0	4.0		1.0	7.0		6.0	1.0	1.0	3.0	-1.0	4.0	0.5907	0.6189	0.5082	0.613	-0.0282	-0.1048
LopeDeVega_91	both	1.0	4.0	3.0	2.0	4.0		3.0	5.0		6.0	0.0	-1.0	2.0	-3.0	5.0	0.5924	0.5318	0.6255	0.4709	0.0606	0.1546
LopeDeVega_910	both	3.0	4.0	1.0	1.0	4.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	3.0	-1.0	4.0	0.5248	0.5924	0.5308	0.5149	-0.0676	0.0159
LopeDeVega_912	both	1.0	7.0		2.0	3.0			8.0		5.0	4.0	-1.0	5.0	-2.0	7.0	0.615	0.4484	0.6011	0.6132	0.1666	-0.0121
LopeDeVega_913	both	4.0	4.0		5.0	1.0			8.0		6.0	3.0	-1.0	-1.0	3.0	-4.0	0.5619	0.3626	0.5748	0.63	0.1993	-0.0552
LopeDeVega_914	both	2.0	5.0	1.0	2.0	4.0		1.0	7.0		6.0	1.0	0.0	3.0	-2.0	5.0	0.6007	0.5648	0.5706	0.5102	0.036	0.0605
LopeDeVega_915	both	2.0	6.0		3.0	2.0	1.0	1.0	7.0	1.0	5.0	4.0	-1.0	3.0	0.0	3.0	0.5472	0.5022	0.5843	0.6732	0.0451	-0.0889
LopeDeVega_916	both	3.0	3.0	2.0	2.0	1.0	3.0	2.0	6.0	3.0	3.0	2.0	1.0	1.0	2.0	-1.0	0.4649	0.431	0.6793	0.5934	0.0339	0.0859
LopeDeVega_917	both	1.0	7.0		1.0	4.0	1.0		8.0	1.0	5.0	3.0	0.0	6.0	-3.0	9.0	0.5892	0.5157	0.5998	0.4837	0.0735	0.1161
LopeDeVega_919	both	3.0	4.0	1.0	1.0	5.0		2.0	6.0		6.0	-1.0	2.0	3.0	-2.0	5.0	0.5013	0.5898	0.5988	0.5448	-0.0885	0.054
LopeDeVega_92	both	3.0	3.0	1.0	1.0	5.0		1.0	6.0		6.0	-2.0	2.0	2.0	-2.0	4.0	0.496	0.6132	0.4723	0.425	-0.1172	0.0474
LopeDeVega_920	both	1.0	4.0	3.0	2.0	3.0	1.0	3.0	5.0	1.0	5.0	1.0	-1.0	2.0	-2.0	4.0	0.5414	0.5306	0.5135	0.5101	0.0108	0.0034
LopeDeVega_921	both	3.0	3.0	2.0	2.0	4.0		2.0	6.0	1.0	5.0	-1.0	1.0	1.0	-1.0	2.0	0.5488	0.5236	0.5496	0.5319	0.0252	0.0177
LopeDeVega_922	both	3.0	5.0		3.0	3.0			8.0		6.0	2.0	0.0	2.0	0.0	2.0	0.5181	0.5439	0.6303	0.5612	-0.0259	0.0691
LopeDeVega_925	both	5.0	2.0	1.0	3.0	2.0	1.0	1.0	7.0	1.0	5.0	0.0	2.0	-1.0	3.0	-4.0	0.3631	0.3605	0.6267	0.6681	0.0025	-0.0413
LopeDeVega_927	both	2.0	5.0	1.0	1.0	5.0		1.0	7.0		6.0	0.0	1.0	4.0	-3.0	7.0	0.5902	0.6323	0.5611	0.4988	-0.0421	0.0623
LopeDeVega_928	both	2.0	6.0		5.0	1.0		1.0	7.0		6.0	5.0	-3.0	1.0	1.0	0.0	0.6325	0.4005	0.4166	0.6308	0.232	-0.2141
LopeDeVega_929	both	1.0	6.0	1.0	1.0	5.0		1.0	7.0		6.0	1.0	0.0	5.0	-4.0	9.0	0.631	0.6631	0.5506	0.5095	-0.032	0.0411
LopeDeVega_93	both	2.0	5.0	1.0	3.0	3.0		1.0	7.0		6.0	2.0	-1.0	2.0	-1.0	3.0	0.5396	0.5531	0.5623	0.5355	-0.0135	0.0268
LopeDeVega_931	both	3.0	4.0	1.0	2.0	2.0	2.0	1.0	7.0	2.0	4.0	2.0	1.0	2.0	1.0	1.0	0.4535	0.5	0.5396	0.5762	-0.0465	-0.0366
LopeDeVega_932	both	1.0	5.0	2.0	1.0	4.0		3.0	5.0		5.0	1.0	0.0	4.0	-3.0	7.0	0.5818	0.5345	0.5362	0.5433	0.0473	-0.0071
