SonnetID	AuthorID	Author	Gender	Date	joy_call	sadness_call	anger_call	fear_call	disgust_call
LuisCarrilloySotomayor_43	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.6582278481012658	0.01282051282051283	0.1282051282051282	0.27999999999999997	0.025000000000000022
LuisCarrilloySotomayor_44	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.6253164556962025	0.015384615384615385	0.0641025641025641	0.013333333333333364	0.012500000000000011
LuisCarrilloySotomayor_45	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.050632911392405056	0.6615384615384615	0.49743589743589733	0.27999999999999997	0.2
LuisCarrilloySotomayor_45	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.10126582278481011	0.8076923076923077	0.4871794871794871	0.2933333333333334	0.16249999999999998
LuisCarrilloySotomayor_46	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.7594936708860758	0.07692307692307693	0.0	0.026666666666666672	0.0
LuisCarrilloySotomayor_47	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.7594936708860758	0.07692307692307693	0.0	0.026666666666666672	0.0
LuisCarrilloySotomayor_49	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.7468354430379747	0.0	0.02564102564102566	0.0	0.08750000000000002
LuisCarrilloySotomayor_4	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.6708860759493669	0.0	0.01282051282051283	0.013333333333333364	0.025000000000000022
LuisCarrilloySotomayor_4	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.822784810126582	0.09487179487179487	0.14102564102564102	0.053333333333333344	0.07500000000000001
LuisCarrilloySotomayor_4	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.7974683544303796	0.02564102564102566	0.07692307692307693	0.0	0.03749999999999998
LuisCarrilloySotomayor_7	LuisCarrilloySotomayor	Luis Carrilloy Sotomayor	M	ND	0.08860759493670889	0.6666666666666666	0.5641025641025641	0.4799999999999999	0.38749999999999996
