SonnetID	joy	sadness	anger	fear	disgust
FernandoDeHerrera_163	0	1	0	1	0
FernandoDeHerrera_169	1	1	0	1	0
FernandoDeHerrera_17	2	0	0	0	0
FernandoDeHerrera_170	1	1	0	0	0
FernandoDeHerrera_171	2	0	0	0	0
FernandoDeHerrera_172	2	0	0	0	0
FernandoDeHerrera_173	1	0	0	0	0
FernandoDeHerrera_174	1	0	0	0	0
FernandoDeHerrera_177	0	1	0	0	0
FernandoDeHerrera_179	1	1	0	0	0
FernandoDeHerrera_181	2	0	0	0	0
FernandoDeHerrera_184	1	0	0	0	0
FernandoDeHerrera_185	0	1	0	1	0
FernandoDeHerrera_187	1	0	1	0	0
FernandoDeHerrera_188	1	1	0	0	0
FernandoDeHerrera_189	3	0	0	0	0
FernandoDeHerrera_190	1	0	0	0	0
FernandoDeHerrera_192	1	0	0	0	0
FernandoDeHerrera_194	1	0	0	0	0
FernandoDeHerrera_197	2	0	0	0	0
FernandoDeHerrera_199	1	0	0	0	0
FernandoDeHerrera_200	1	0	0	0	0
FernandoDeHerrera_203	0	1	0	1	0
FernandoDeHerrera_204	2	0	0	0	0
FernandoDeHerrera_205	0	1	0	1	0
FernandoDeHerrera_206	1	1	0	0	0
FernandoDeHerrera_208	1	0	0	0	0
FernandoDeHerrera_21	1	2	0	2	0
FernandoDeHerrera_211	1	0	0	0	0
FernandoDeHerrera_212	1	0	0	0	0
FernandoDeHerrera_213	0	1	0	1	0
FernandoDeHerrera_214	0	1	0	0	0
FernandoDeHerrera_215	2	0	0	0	0
FernandoDeHerrera_217	1	0	0	0	0
FernandoDeHerrera_219	1	0	0	0	0
FernandoDeHerrera_22	1	0	0	0	0
FernandoDeHerrera_221	1	0	0	0	0
FernandoDeHerrera_222	1	0	0	0	0
FernandoDeHerrera_223	1	0	0	0	0
FernandoDeHerrera_226	3	0	0	0	0
FernandoDeHerrera_229	2	0	0	0	0
FernandoDeHerrera_231	1	0	0	0	0
FernandoDeHerrera_232	3	0	0	0	0
FernandoDeHerrera_233	1	0	0	0	0
FernandoDeHerrera_234	1	0	0	0	0
FernandoDeHerrera_235	1	1	0	0	0
FernandoDeHerrera_236	3	0	0	0	0
FernandoDeHerrera_237	1	0	0	0	0
FernandoDeHerrera_24	0	1	0	1	0
FernandoDeHerrera_244	1	0	0	0	0
FernandoDeHerrera_245	0	1	0	1	0
FernandoDeHerrera_246	0	1	0	0	0
FernandoDeHerrera_248	1	0	0	0	0
FernandoDeHerrera_250	2	0	0	0	0
FernandoDeHerrera_251	2	0	0	0	0
FernandoDeHerrera_254	1	0	0	0	0
FernandoDeHerrera_255	3	0	0	0	0
FernandoDeHerrera_259	1	0	0	0	0
FernandoDeHerrera_263	1	0	0	0	0
FernandoDeHerrera_264	1	0	0	0	0
FernandoDeHerrera_269	0	2	0	0	0
FernandoDeHerrera_274	1	0	0	0	0
FernandoDeHerrera_277	1	0	0	0	0
FernandoDeHerrera_28	1	1	0	0	0
FernandoDeHerrera_281	1	0	0	0	0
FernandoDeHerrera_284	1	1	0	1	0
FernandoDeHerrera_285	2	0	0	0	0
FernandoDeHerrera_289	0	0	1	1	0
FernandoDeHerrera_291	1	0	0	0	0
FernandoDeHerrera_293	2	0	0	0	0
FernandoDeHerrera_297	0	0	0	1	0
FernandoDeHerrera_298	0	1	0	0	0
FernandoDeHerrera_299	4	0	0	0	0
FernandoDeHerrera_303	1	0	0	0	0
FernandoDeHerrera_304	1	0	0	0	0
FernandoDeHerrera_305	1	1	1	1	1
FernandoDeHerrera_307	0	1	0	1	0
FernandoDeHerrera_309	1	1	1	1	1
FernandoDeHerrera_312	1	0	0	0	0
FernandoDeHerrera_313	0	1	0	1	0
FernandoDeHerrera_317	0	1	0	0	0
FernandoDeHerrera_32	1	0	0	0	0
FernandoDeHerrera_33	1	0	0	0	0
FernandoDeHerrera_34	0	0	1	0	0
FernandoDeHerrera_36	1	0	0	0	0
FernandoDeHerrera_37	1	0	0	0	0
FernandoDeHerrera_42	0	1	0	0	0
FernandoDeHerrera_44	2	1	0	1	0
FernandoDeHerrera_45	1	0	0	0	0
FernandoDeHerrera_48	1	0	0	0	0
FernandoDeHerrera_49	0	1	0	1	0
FernandoDeHerrera_5	2	0	0	0	0
FernandoDeHerrera_50	1	0	0	0	0
FernandoDeHerrera_53	1	0	0	0	0
FernandoDeHerrera_55	2	0	0	0	0
FernandoDeHerrera_6	0	1	0	0	0
FernandoDeHerrera_60	0	0	0	1	0
FernandoDeHerrera_61	1	0	0	0	0
FernandoDeHerrera_63	1	0	0	0	0
FernandoDeHerrera_64	1	0	0	0	0
FernandoDeHerrera_65	1	0	0	0	0
FernandoDeHerrera_67	4	0	0	0	0
FernandoDeHerrera_68	0	1	0	0	0
FernandoDeHerrera_69	2	0	0	1	0
FernandoDeHerrera_71	1	0	0	0	0
FernandoDeHerrera_73	2	0	0	0	0
FernandoDeHerrera_74	0	1	0	1	0
FernandoDeHerrera_76	0	1	0	1	0
FernandoDeHerrera_8	2	0	0	0	0
FernandoDeHerrera_80	1	1	0	1	0
FernandoDeHerrera_82	1	0	0	0	0
FernandoDeHerrera_83	1	0	0	0	0
FernandoDeHerrera_86	1	0	0	0	0
FernandoDeHerrera_89	2	0	0	0	0
FernandoDeHerrera_96	0	2	0	2	0
FernandoDeHerrera_97	1	0	0	0	0
FernandoDeHerrera_98	0	1	0	1	0
FranciscoDeAldana_10	1	0	0	0	0
FranciscoDeAldana_11	1	0	0	0	0
FranciscoDeAldana_12	1	0	0	0	0
FranciscoDeAldana_13	1	0	0	0	0
FranciscoDeAldana_14	1	0	0	0	0
FranciscoDeAldana_15	1	1	1	1	0
FranciscoDeAldana_17	1	0	0	0	0
FranciscoDeAldana_18	1	0	0	0	0
FranciscoDeAldana_19	1	0	0	0	0
FranciscoDeAldana_2	1	1	0	0	0
FranciscoDeAldana_20	2	0	0	0	0
FranciscoDeAldana_21	2	0	0	0	0
FranciscoDeAldana_23	1	0	0	0	0
FranciscoDeAldana_24	1	0	0	0	0
FranciscoDeAldana_25	1	0	0	0	0
FranciscoDeAldana_26	1	0	0	0	0
FranciscoDeAldana_27	0	1	0	0	0
FranciscoDeAldana_29	0	1	0	1	0
FranciscoDeAldana_30	0	1	0	0	0
FranciscoDeAldana_32	1	0	0	0	0
FranciscoDeAldana_33	1	0	0	0	0
FranciscoDeAldana_34	1	1	0	0	0
FranciscoDeAldana_36	1	0	1	0	0
FranciscoDeAldana_38	0	1	0	1	0
FranciscoDeAldana_39	0	2	0	0	0
FranciscoDeAldana_40	1	0	0	0	0
FranciscoDeAldana_41	1	0	0	0	0
FranciscoDeAldana_42	1	1	0	0	0
FranciscoDeAldana_5	1	0	1	0	0
FranciscoDeAldana_6	1	0	0	0	0
FranciscoDeFigueroa_10	1	1	0	1	0
FranciscoDeFigueroa_11	2	0	0	0	0
FranciscoDeFigueroa_13	1	0	0	0	0
FranciscoDeFigueroa_15	2	0	0	0	0
FranciscoDeFigueroa_17	0	1	0	1	0
FranciscoDeFigueroa_19	2	0	0	0	0
FranciscoDeFigueroa_2	0	0	1	1	1
FranciscoDeFigueroa_20	2	0	0	0	0
FranciscoDeFigueroa_4	1	1	0	0	0
FranciscoDeFigueroa_5	0	1	0	0	0
FranciscoDeFigueroa_7	0	2	0	2	0
FranciscoDeLaTorre_12	1	0	0	0	0
FranciscoDeLaTorre_16	1	0	0	0	0
FranciscoDeLaTorre_17	2	0	0	0	0
FranciscoDeLaTorre_18	1	2	0	0	0
FranciscoDeLaTorre_2	0	1	0	1	0
FranciscoDeLaTorre_20	1	0	0	0	0
FranciscoDeLaTorre_23	1	0	0	0	0
FranciscoDeLaTorre_24	1	1	0	0	0
FranciscoDeLaTorre_26	1	1	0	0	0
FranciscoDeLaTorre_28	1	2	0	1	0
FranciscoDeLaTorre_29	0	1	0	1	0
FranciscoDeLaTorre_31	2	0	0	0	0
FranciscoDeLaTorre_32	1	1	0	0	0
FranciscoDeLaTorre_34	0	0	1	0	0
FranciscoDeLaTorre_36	1	0	0	0	0
FranciscoDeLaTorre_38	1	0	0	0	0
FranciscoDeLaTorre_4	0	1	0	1	0
FranciscoDeLaTorre_41	1	1	0	1	0
FranciscoDeLaTorre_42	0	1	1	1	0
FranciscoDeLaTorre_43	1	0	0	0	0
FranciscoDeLaTorre_46	2	0	0	0	0
FranciscoDeLaTorre_50	0	2	0	1	0
FranciscoDeLaTorre_53	2	0	0	0	0
FranciscoDeLaTorre_54	1	1	0	0	0
FranciscoDeLaTorre_56	0	1	0	0	0
FranciscoDeLaTorre_58	0	0	1	0	0
FranciscoDeLaTorre_59	1	1	0	0	0
FranciscoDeLaTorre_6	1	0	0	0	0
FranciscoDeLaTorre_61	1	0	0	0	0
FranciscoDeLaTorre_63	1	0	2	0	0
FranciscoDeLaTorre_65	1	1	0	1	0
FranciscoDeLaTorre_68	1	0	0	0	0
FranciscoDeLaTorre_69	0	1	0	0	0
FranciscoDeLaTorre_7	1	0	0	0	0
FranciscoDeLaTorre_70	0	1	0	1	0
FranciscoDeLaTorre_71	1	1	0	0	0
FranciscoDeLaTorre_74	1	0	0	0	0
FranciscoDeLaTorre_75	2	1	0	1	0
FranciscoDeLaTorre_76	0	1	0	0	0
FranciscoDeLaTorre_77	1	1	0	0	0
FranciscoDeLaTorre_78	1	0	0	1	0
FranciscoDeLaTorre_9	2	0	0	0	0
FranciscoDeMedrano_1	1	0	0	0	0
FranciscoDeMedrano_10	1	0	0	0	0
FranciscoDeMedrano_11	1	0	0	0	0
FranciscoDeMedrano_15	2	0	0	0	0
FranciscoDeMedrano_16	0	0	1	0	0
FranciscoDeMedrano_19	0	1	0	1	0
FranciscoDeMedrano_2	1	0	0	0	0
FranciscoDeMedrano_21	2	0	0	0	0
FranciscoDeMedrano_22	2	1	0	0	0
FranciscoDeMedrano_23	1	0	0	0	0
FranciscoDeMedrano_24	1	0	0	0	0
FranciscoDeMedrano_25	2	0	0	0	0
FranciscoDeMedrano_26	1	0	0	0	0
FranciscoDeMedrano_28	1	1	0	0	0
FranciscoDeMedrano_29	1	0	2	2	2
FranciscoDeMedrano_3	2	0	0	0	0
FranciscoDeMedrano_30	1	0	0	0	0
FranciscoDeMedrano_31	1	0	0	0	0
FranciscoDeMedrano_32	1	0	0	0	0
FranciscoDeMedrano_33	1	0	0	0	0
FranciscoDeMedrano_35	1	0	0	0	0
FranciscoDeMedrano_36	1	0	0	0	0
FranciscoDeMedrano_4	1	1	0	0	0
FranciscoDeMedrano_41	1	0	0	0	0
FranciscoDeMedrano_45	1	0	0	0	0
FranciscoDeMedrano_49	1	0	0	1	0
FranciscoDeMedrano_50	2	0	0	0	0
FranciscoDeMedrano_7	1	0	1	0	0
FranciscoDeMedrano_8	1	1	1	0	0
FranciscoDeMedrano_9	2	0	0	0	0
FrayLuisDeLeon_2	2	0	0	0	0
FrayLuisDeLeon_4	0	1	0	0	0
FrayLuisDeLeon_5	2	0	0	0	0
FrayLuisDeLeon_6	1	0	0	0	0
FrayLuisDeLeon_8	1	1	0	1	0
GarcilasoDeLaVega_03	2	0	0	0	0
GarcilasoDeLaVega_04	1	0	0	0	0
GarcilasoDeLaVega_05	1	1	0	1	0
GarcilasoDeLaVega_06	1	0	0	0	0
GarcilasoDeLaVega_07	1	0	0	0	0
GarcilasoDeLaVega_08	1	0	0	0	0
GarcilasoDeLaVega_09	3	1	0	1	0
GarcilasoDeLaVega_10	2	0	0	0	0
GarcilasoDeLaVega_11	0	2	0	0	0
GarcilasoDeLaVega_13	1	1	0	0	0
GarcilasoDeLaVega_14	2	0	0	0	0
GarcilasoDeLaVega_16	1	0	0	0	0
GarcilasoDeLaVega_19	2	1	0	0	0
GarcilasoDeLaVega_21	1	0	0	0	0
GarcilasoDeLaVega_24	0	1	0	0	0
GarcilasoDeLaVega_25	1	1	0	0	0
GarcilasoDeLaVega_26	3	0	0	0	0
GarcilasoDeLaVega_27	2	0	0	0	0
GarcilasoDeLaVega_28	1	0	0	0	0
GarcilasoDeLaVega_29	1	2	1	3	0
GarcilasoDeLaVega_30	1	1	0	0	0
GarcilasoDeLaVega_31	1	0	0	0	0
GarcilasoDeLaVega_33	1	0	0	0	0
GarcilasoDeLaVega_34	0	1	0	0	0
GarcilasoDeLaVega_37	2	0	0	0	0
Gongora_1	2	0	0	0	0
Gongora_101	1	0	0	0	0
Gongora_103	1	0	0	0	0
Gongora_104	1	1	0	0	0
Gongora_105	1	1	0	0	0
Gongora_106	1	0	1	0	0
Gongora_109	0	0	1	0	0
Gongora_110	0	0	1	0	0
Gongora_112	1	0	0	0	0
Gongora_115	0	1	1	1	0
Gongora_13	1	0	0	0	0
Gongora_16	0	0	0	0	1
Gongora_18	3	0	0	0	0
Gongora_19	1	0	0	0	0
Gongora_2	2	0	1	0	0
Gongora_21	2	1	1	1	1
Gongora_22	1	0	1	0	0
Gongora_25	0	1	0	0	0
Gongora_26	0	2	0	0	0
Gongora_27	1	0	0	0	0
Gongora_28	1	0	0	0	0
Gongora_29	1	0	0	0	0
Gongora_3	1	0	0	0	0
Gongora_30	1	0	0	0	0
Gongora_32	1	0	0	0	0
Gongora_33	1	0	0	0	0
Gongora_34	1	0	0	0	0
Gongora_35	0	0	0	1	0
Gongora_36	0	0	1	0	0
Gongora_37	1	0	0	0	0
Gongora_38	1	0	0	0	0
Gongora_39	1	0	0	0	0
Gongora_42	1	0	0	0	0
Gongora_43	1	0	0	0	0
Gongora_44	1	0	0	0	0
Gongora_45	1	0	0	0	0
Gongora_48	1	0	0	0	0
Gongora_53	2	0	0	0	0
Gongora_54	2	0	1	0	0
Gongora_6	1	0	0	0	0
Gongora_61	2	1	0	1	0
Gongora_64	1	0	0	0	0
Gongora_66	2	0	0	0	0
Gongora_69	1	0	0	0	0
Gongora_7	0	1	1	1	0
Gongora_71	0	1	0	0	0
Gongora_72	1	1	0	0	0
Gongora_73	1	0	0	0	0
Gongora_74	1	0	0	0	0
Gongora_75	1	1	0	0	0
Gongora_76	1	0	0	0	0
Gongora_77	0	1	0	0	0
Gongora_78	2	0	0	1	0
Gongora_8	1	0	0	0	0
Gongora_81	1	0	0	0	0
Gongora_82	0	0	1	0	0
Gongora_83	0	0	0	0	1
Gongora_84	1	0	0	0	0
Gongora_85	0	1	0	0	0
Gongora_89	1	0	0	0	0
Gongora_90	1	0	0	0	0
Gongora_92	0	1	0	0	0
Gongora_93	0	1	1	0	0
Gongora_94	0	1	0	1	0
Gongora_98	2	0	0	0	0
Gongora_99	2	0	0	0	0
GregorioDeMatos_1	1	1	0	0	0
GregorioDeMatos_11	0	2	1	2	0
GregorioDeMatos_3	1	0	0	0	0
GregorioDeMatos_4	0	1	0	1	0
GregorioDeMatos_5	1	0	0	0	0
GregorioDeMatos_6	3	0	0	0	0
GregorioDeMatos_7	1	0	0	0	0
GregorioDeMatos_8	2	0	0	0	0
GregorioDeMatos_9	2	0	0	0	0
GutierreDeCetina_1	1	0	1	0	0
GutierreDeCetina_10	1	0	0	0	0
GutierreDeCetina_100	0	0	0	1	0
GutierreDeCetina_102	0	1	0	0	0
GutierreDeCetina_104	1	0	0	0	0
GutierreDeCetina_105	1	0	0	0	0
GutierreDeCetina_107	2	0	0	0	0
GutierreDeCetina_11	1	0	0	0	0
GutierreDeCetina_111	1	0	0	0	0
GutierreDeCetina_112	0	1	1	0	0
GutierreDeCetina_114	2	0	0	0	0
GutierreDeCetina_115	0	1	0	1	0
GutierreDeCetina_116	1	1	0	1	0
GutierreDeCetina_117	2	0	2	0	0
GutierreDeCetina_119	0	1	0	0	0
GutierreDeCetina_123	0	1	0	0	0
GutierreDeCetina_124	1	1	0	0	0
GutierreDeCetina_125	1	0	0	0	0
GutierreDeCetina_127	0	1	0	1	0
GutierreDeCetina_128	0	1	0	1	0
GutierreDeCetina_129	2	0	0	0	0
GutierreDeCetina_13	0	1	0	0	0
GutierreDeCetina_130	1	0	0	0	0
GutierreDeCetina_131	1	0	0	0	0
GutierreDeCetina_133	1	0	0	0	0
GutierreDeCetina_135	2	0	0	0	0
GutierreDeCetina_136	0	2	1	1	0
GutierreDeCetina_137	0	1	0	1	0
GutierreDeCetina_14	2	0	0	0	0
GutierreDeCetina_141	3	0	1	0	1
GutierreDeCetina_142	1	0	0	0	0
GutierreDeCetina_144	2	0	0	0	0
GutierreDeCetina_145	0	1	0	0	0
GutierreDeCetina_146	2	0	0	0	0
GutierreDeCetina_148	1	0	0	0	0
GutierreDeCetina_149	1	1	0	0	0
GutierreDeCetina_15	0	1	0	0	0
GutierreDeCetina_152	1	1	1	0	0
GutierreDeCetina_153	1	0	0	0	0
GutierreDeCetina_154	1	0	0	0	0
GutierreDeCetina_156	0	0	1	0	0
GutierreDeCetina_157	1	0	0	0	0
GutierreDeCetina_158	1	0	0	0	0
GutierreDeCetina_16	1	0	0	1	0
GutierreDeCetina_160	2	2	0	1	0
GutierreDeCetina_161	2	0	0	0	0
GutierreDeCetina_162	3	0	0	0	0
GutierreDeCetina_163	0	1	0	0	0
GutierreDeCetina_165	1	0	0	0	0
GutierreDeCetina_166	2	1	1	0	0
GutierreDeCetina_167	1	0	0	0	0
GutierreDeCetina_168	1	0	0	0	0
GutierreDeCetina_169	1	0	0	0	0
GutierreDeCetina_17	0	1	0	1	0
GutierreDeCetina_171	2	0	0	0	0
GutierreDeCetina_172	1	0	0	0	0
GutierreDeCetina_173	0	1	0	0	0
GutierreDeCetina_176	0	1	0	1	0
GutierreDeCetina_177	0	1	0	0	0
GutierreDeCetina_178	2	2	0	1	0
GutierreDeCetina_182	1	0	0	0	0
GutierreDeCetina_184	1	0	0	0	0
GutierreDeCetina_185	0	0	1	0	0
GutierreDeCetina_186	1	0	0	0	0
GutierreDeCetina_188	1	0	0	0	0
GutierreDeCetina_189	1	0	0	0	0
GutierreDeCetina_19	1	0	0	0	0
GutierreDeCetina_192	2	0	1	0	0
GutierreDeCetina_194	2	0	1	0	0
GutierreDeCetina_195	1	0	0	0	0
GutierreDeCetina_196	0	1	0	1	0
GutierreDeCetina_197	1	0	0	0	0
GutierreDeCetina_199	2	0	0	0	0
GutierreDeCetina_2	1	0	1	0	0
GutierreDeCetina_20	2	0	0	0	0
GutierreDeCetina_201	0	1	0	1	0
GutierreDeCetina_202	0	2	0	0	0
GutierreDeCetina_204	2	1	0	1	0
GutierreDeCetina_21	1	0	0	0	0
GutierreDeCetina_210	1	0	0	0	0
GutierreDeCetina_214	0	1	0	0	0
GutierreDeCetina_215	1	0	0	0	0
GutierreDeCetina_216	1	0	0	0	0
GutierreDeCetina_218	1	0	0	0	0
GutierreDeCetina_221	1	0	1	0	0
GutierreDeCetina_224	3	0	0	0	0
GutierreDeCetina_225	0	1	0	0	0
GutierreDeCetina_226	0	1	0	1	0
GutierreDeCetina_232	0	2	0	0	0
GutierreDeCetina_233	1	0	0	0	0
GutierreDeCetina_235	0	1	0	0	0
GutierreDeCetina_24	3	0	0	0	0
GutierreDeCetina_240	1	0	0	0	0
GutierreDeCetina_241	1	0	0	0	0
GutierreDeCetina_242	0	1	0	1	0
GutierreDeCetina_247	1	0	0	0	0
GutierreDeCetina_25	1	0	1	0	0
GutierreDeCetina_29	0	1	0	1	0
GutierreDeCetina_3	0	0	2	0	0
GutierreDeCetina_32	1	0	0	0	0
GutierreDeCetina_33	1	2	0	0	0
GutierreDeCetina_38	0	0	1	1	0
GutierreDeCetina_4	2	0	0	0	0
GutierreDeCetina_41	2	2	0	2	0
GutierreDeCetina_45	0	1	0	0	0
GutierreDeCetina_46	1	0	0	0	0
GutierreDeCetina_47	1	0	0	0	0
GutierreDeCetina_48	1	0	0	0	0
GutierreDeCetina_49	1	0	1	0	0
GutierreDeCetina_5	1	1	0	1	0
GutierreDeCetina_52	0	1	0	0	0
GutierreDeCetina_53	1	0	0	0	0
GutierreDeCetina_56	1	0	0	0	0
GutierreDeCetina_57	0	2	0	1	0
GutierreDeCetina_58	1	2	0	2	0
GutierreDeCetina_59	1	0	0	0	0
GutierreDeCetina_6	0	1	1	0	1
GutierreDeCetina_60	0	1	0	0	0
GutierreDeCetina_61	1	0	0	0	0
GutierreDeCetina_63	0	1	0	1	0
GutierreDeCetina_64	1	0	0	0	0
GutierreDeCetina_65	1	0	0	0	0
GutierreDeCetina_67	1	0	0	0	0
GutierreDeCetina_68	2	1	0	0	0
GutierreDeCetina_7	1	1	1	1	0
GutierreDeCetina_71	1	0	1	0	0
GutierreDeCetina_72	1	1	0	1	0
GutierreDeCetina_73	1	0	0	0	0
GutierreDeCetina_74	1	0	0	0	0
GutierreDeCetina_75	2	0	0	0	0
GutierreDeCetina_76	1	0	0	0	0
GutierreDeCetina_77	0	1	0	0	0
GutierreDeCetina_78	1	0	0	0	0
GutierreDeCetina_79	1	0	0	0	0
GutierreDeCetina_8	1	0	0	0	0
GutierreDeCetina_80	1	0	0	0	0
GutierreDeCetina_81	2	0	0	0	0
GutierreDeCetina_82	2	1	0	0	0
GutierreDeCetina_83	0	1	0	1	0
GutierreDeCetina_84	1	1	0	1	0
GutierreDeCetina_88	2	0	0	0	0
GutierreDeCetina_89	1	0	0	0	0
GutierreDeCetina_90	1	1	0	1	0
GutierreDeCetina_93	2	0	0	0	0
GutierreDeCetina_94	1	0	0	0	0
GutierreDeCetina_95	0	1	1	1	0
GutierreDeCetina_98	2	0	0	0	0
HernandodeAcunya_1	1	0	0	0	0
HernandodeAcunya_10	1	0	0	0	0
HernandodeAcunya_11	1	0	0	0	0
HernandodeAcunya_13	1	0	0	0	0
HernandodeAcunya_16	0	1	1	1	0
HernandodeAcunya_18	2	0	0	0	0
HernandodeAcunya_19	1	0	0	0	0
HernandodeAcunya_20	3	1	0	1	0
HernandodeAcunya_21	2	0	0	0	0
HernandodeAcunya_22	1	0	0	0	0
HernandodeAcunya_29	1	0	0	0	0
HernandodeAcunya_3	1	0	0	0	0
HernandodeAcunya_30	1	1	0	1	0
HernandodeAcunya_32	1	1	0	0	0
HernandodeAcunya_33	1	0	0	0	0
HernandodeAcunya_37	0	2	0	0	0
HernandodeAcunya_38	1	0	0	0	0
HernandodeAcunya_39	1	0	0	0	0
HernandodeAcunya_4	1	0	0	0	0
HernandodeAcunya_40	0	1	0	1	0
HernandodeAcunya_41	1	0	0	0	0
HernandodeAcunya_43	1	0	0	0	0
HernandodeAcunya_44	2	1	1	0	1
HernandodeAcunya_46	1	0	0	0	0
HernandodeAcunya_47	1	1	0	1	0
HernandodeAcunya_48	1	1	0	1	0
HernandodeAcunya_5	0	1	0	0	0
HernandodeAcunya_50	1	0	0	0	0
HernandodeAcunya_52	1	0	0	0	0
HernandodeAcunya_53	3	0	0	0	0
HernandodeAcunya_54	0	1	0	1	0
HernandodeAcunya_55	1	0	0	0	0
HernandodeAcunya_57	1	0	1	0	0
HernandodeAcunya_6	1	0	0	0	0
HernandodeAcunya_60	0	1	0	0	0
HernandodeAcunya_63	1	1	0	0	0
HernandodeAcunya_64	2	0	0	0	0
HernandodeAcunya_65	2	0	0	0	0
HernandodeAcunya_70	1	0	0	0	0
HernandodeAcunya_71	1	0	0	0	0
HernandodeAcunya_72	1	2	0	1	0
HernandodeAcunya_75	1	0	0	0	0
HernandodeAcunya_78	1	0	0	0	0
HernandodeAcunya_79	1	1	0	0	0
HernandodeAcunya_80	0	1	0	1	0
HernandodeAcunya_84	2	0	0	0	0
JosephDeLitalaYCastelvi_1	1	0	0	0	0
JosephDeLitalaYCastelvi_10	2	0	0	0	0
JosephDeLitalaYCastelvi_101	2	1	0	1	0
JosephDeLitalaYCastelvi_102	1	0	0	0	0
JosephDeLitalaYCastelvi_104	1	0	0	0	0
JosephDeLitalaYCastelvi_105	1	0	0	0	0
JosephDeLitalaYCastelvi_106	1	0	0	0	0
JosephDeLitalaYCastelvi_107	0	1	0	0	0
JosephDeLitalaYCastelvi_108	1	1	0	0	0
JosephDeLitalaYCastelvi_11	0	2	0	1	0
JosephDeLitalaYCastelvi_110	0	0	1	0	0
JosephDeLitalaYCastelvi_112	1	0	0	0	0
JosephDeLitalaYCastelvi_114	1	0	0	0	0
JosephDeLitalaYCastelvi_115	0	1	0	0	0
JosephDeLitalaYCastelvi_116	2	1	1	0	0
JosephDeLitalaYCastelvi_118	2	0	1	0	0
JosephDeLitalaYCastelvi_120	1	0	0	0	0
JosephDeLitalaYCastelvi_121	0	4	0	1	0
JosephDeLitalaYCastelvi_122	0	2	0	1	0
JosephDeLitalaYCastelvi_124	0	2	1	0	0
JosephDeLitalaYCastelvi_126	0	1	0	1	0
JosephDeLitalaYCastelvi_127	0	1	1	0	0
JosephDeLitalaYCastelvi_130	2	0	0	0	0
JosephDeLitalaYCastelvi_132	1	1	0	1	0
JosephDeLitalaYCastelvi_133	1	1	0	0	0
JosephDeLitalaYCastelvi_137	2	0	0	0	0
JosephDeLitalaYCastelvi_141	0	1	0	1	0
JosephDeLitalaYCastelvi_142	1	1	1	0	0
JosephDeLitalaYCastelvi_143	1	0	0	0	0
JosephDeLitalaYCastelvi_146	2	0	0	0	0
JosephDeLitalaYCastelvi_147	1	1	0	0	0
JosephDeLitalaYCastelvi_148	2	0	0	0	0
JosephDeLitalaYCastelvi_149	1	0	0	0	0
JosephDeLitalaYCastelvi_150	3	0	0	0	0
JosephDeLitalaYCastelvi_152	1	0	0	0	0
JosephDeLitalaYCastelvi_17	1	0	0	0	0
JosephDeLitalaYCastelvi_19	1	0	0	0	0
JosephDeLitalaYCastelvi_2	0	0	0	1	0
JosephDeLitalaYCastelvi_21	1	0	0	0	0
JosephDeLitalaYCastelvi_22	0	0	0	1	0
JosephDeLitalaYCastelvi_23	0	1	0	0	0
JosephDeLitalaYCastelvi_25	1	0	0	0	0
JosephDeLitalaYCastelvi_28	1	0	0	0	0
JosephDeLitalaYCastelvi_29	1	1	0	0	0
JosephDeLitalaYCastelvi_3	0	0	1	1	0
JosephDeLitalaYCastelvi_30	1	0	0	0	0
JosephDeLitalaYCastelvi_31	0	2	0	0	0
JosephDeLitalaYCastelvi_33	1	1	0	0	0
JosephDeLitalaYCastelvi_34	0	1	0	0	0
JosephDeLitalaYCastelvi_36	1	0	0	0	0
JosephDeLitalaYCastelvi_39	2	0	0	0	0
JosephDeLitalaYCastelvi_4	1	0	0	0	0
JosephDeLitalaYCastelvi_41	3	2	0	0	0
JosephDeLitalaYCastelvi_42	1	1	0	0	0
JosephDeLitalaYCastelvi_43	0	0	1	0	0
JosephDeLitalaYCastelvi_45	0	1	1	0	0
JosephDeLitalaYCastelvi_47	0	1	0	0	0
JosephDeLitalaYCastelvi_48	1	1	0	1	0
JosephDeLitalaYCastelvi_5	1	0	0	0	0
JosephDeLitalaYCastelvi_50	1	1	3	0	0
JosephDeLitalaYCastelvi_54	0	0	0	1	0
JosephDeLitalaYCastelvi_55	0	1	0	0	0
JosephDeLitalaYCastelvi_56	1	0	0	0	0
JosephDeLitalaYCastelvi_58	1	1	0	0	0
JosephDeLitalaYCastelvi_59	1	1	0	0	0
JosephDeLitalaYCastelvi_60	1	1	0	0	0
JosephDeLitalaYCastelvi_62	1	0	0	0	0
JosephDeLitalaYCastelvi_63	0	0	0	0	1
JosephDeLitalaYCastelvi_64	2	0	0	0	0
JosephDeLitalaYCastelvi_66	2	0	0	0	0
JosephDeLitalaYCastelvi_68	0	1	0	0	0
JosephDeLitalaYCastelvi_69	0	1	0	0	0
JosephDeLitalaYCastelvi_7	0	1	0	1	0
JosephDeLitalaYCastelvi_70	1	0	0	0	0
JosephDeLitalaYCastelvi_72	1	0	0	0	0
JosephDeLitalaYCastelvi_73	0	1	1	0	0
JosephDeLitalaYCastelvi_75	0	0	1	0	0
JosephDeLitalaYCastelvi_79	1	0	0	0	0
JosephDeLitalaYCastelvi_8	0	0	0	1	0
JosephDeLitalaYCastelvi_80	0	1	0	0	0
