sID	_m	o0	o1	o9	s0	s1	s9	oa0	oa1	sa0	sa1	oms1	oms0	oms10	oms01	o1s1mo0s0	ov	sv	oa	sa	omsv	omsa
s003g_0011	both	1	5	2	3	3		2	6		6	2	-2	2	-2	4	0.6656	0.5361	0.5390	0.6163	0.1295	-0.0773
FranciscoDeLaTorre_78	both	2	6		2	4			8		6	2	0	4	-2	6	0.6486	0.5191	0.6619	0.5567	0.1295	0.1051
s436g_0943	both	1	7		1	5			8		6	2	0	6	-4	10	0.6842	0.5548	0.5549	0.6350	0.1294	-0.0801
LopeDeVega_1321	both	2	6		2	4			8		6	2	0	4	-2	6	0.6688	0.5395	0.4409	0.4835	0.1293	-0.0425
LuisDeUlloaYPereira_7	both	1	5	2	2	3	1	2	6	2	4	2	-1	3	-2	5	0.6588	0.5297	0.5166	0.5372	0.1291	-0.0206
LopeDeVega_515	both	1	6	1	2	4		2	6		6	2	-1	4	-3	7	0.7037	0.5750	0.6167	0.5508	0.1288	0.0660
FernandoDeHerrera_189	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.7480	0.6200	0.4956	0.5615	0.1280	-0.0658
FranciscoDeLaTorre_34	both	3	5		3	3			8		6	2	0	2	0	2	0.5833	0.4554	0.5067	0.4832	0.1279	0.0235
JuanDeTimoneda_9	left_only	2	5	1	3	3						2	-1	2	-1	3	0.6308	0.5040			0.1268	
Cervantes_74	left_only	1	5	2	3	3						2	-2	2	-2	4	0.6180	0.4921			0.1258	
FernandoDeHerrera_238	both	4	4		3	2	1		8	1	5	2	1	1	2	-1	0.5239	0.3982	0.5265	0.7180	0.1257	-0.1915
LopeDeVega_964	both	2	5	1	2	3	1	2	6	1	5	2	0	3	-1	4	0.5944	0.4688	0.4610	0.6448	0.1256	-0.1838
Quevedo_414	both	1	6	1	2	4		2	6		6	2	-1	4	-3	7	0.5918	0.4669	0.5615	0.6158	0.1249	-0.0544
FrayLuisDeLeon_4	both	3	4	1	4	2		1	7		6	2	-1	0	1	-1	0.5561	0.4316	0.5542	0.6133	0.1246	-0.0591
BernardinoDeRebolledo_17	both	2	5	1	3	3		2	6		6	2	-1	2	-1	3	0.5817	0.4574	0.5402	0.6774	0.1242	-0.1373
FernandoDeHerrera_235	both	3	5		3	3			8		6	2	0	2	0	2	0.5435	0.4195	0.6381	0.6222	0.1239	0.0159
GutierreDeCetina_124	both	3	4	1	4	2		1	7		6	2	-1	0	1	-1	0.5514	0.4289	0.5593	0.5875	0.1225	-0.0282
BocangelYUnzueta_42	both	3	4	1	3	2	1	1	7	2	4	2	0	1	1	0	0.5667	0.4450	0.7048	0.6454	0.1217	0.0594
s336g_0788	both	1	6	1	1	4	1	1	7	1	5	2	0	5	-3	8	0.7076	0.5858	0.6068	0.5153	0.1217	0.0915
JuanDeTassisYPeralta_19	both	5	3		5	1			8		6	2	0	-2	4	-6	0.4804	0.3605	0.5472	0.6452	0.1199	-0.0979
s449g_0959	both	2	6		2	4		1	7		6	2	0	4	-2	6	0.6346	0.5146	0.6087	0.6697	0.1199	-0.0611
LopeDeVega_200	both	3	4	1	3	2	1	1	7	1	5	2	0	1	1	0	0.5301	0.4122	0.6571	0.5270	0.1179	0.1302
GutierreDeCetina_200	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5965	0.4788	0.5005	0.6064	0.1178	-0.1059
Quevedo_25	both	1	5	2	3	3		2	6		6	2	-2	2	-2	4	0.5945	0.4766	0.5296	0.4444	0.1178	0.0851
JuanaInesDeLaCruz_57	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6053	0.4879	0.5400	0.5686	0.1174	-0.0285
LopeDeVega_43	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5747	0.4577	0.5305	0.6314	0.1170	-0.1009
LuisDeUlloaYPereira_74	both	1	5	2	2	3	1	2	6	1	5	2	-1	3	-2	5	0.5906	0.4739	0.4808	0.6709	0.1167	-0.1901
LuisDeUlloaYPereira_50	both	3	5		3	3			8		6	2	0	2	0	2	0.5336	0.4172	0.5566	0.6891	0.1164	-0.1326
GutierreDeCetina_22	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5472	0.4316	0.5572	0.5824	0.1156	-0.0252
LopeDeZarate_14	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.6127	0.4976	0.5011	0.6406	0.1152	-0.1395
PedroSotoDeRojas_63	both	1	6	1	1	4	1	2	6	1	5	2	0	5	-3	8	0.5999	0.4854	0.6756	0.5744	0.1145	0.1012
Quevedo_6	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.6025	0.4881	0.4231	0.5079	0.1144	-0.0848
FcodeBorjaYAragonPrincipeEsquilache_18	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.5672	0.4530	0.4544	0.6315	0.1142	-0.1771
Quevedo_45	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.6347	0.5210	0.5017	0.7101	0.1137	-0.2084
GutierreDeCetina_44	both	1	5	2	3	3		2	6		6	2	-2	2	-2	4	0.6448	0.5317	0.4764	0.5622	0.1131	-0.0858
LopeDeVega_892	both	2	5	1	2	3	1	1	7	2	4	2	0	3	-1	4	0.6306	0.5188	0.5441	0.7019	0.1117	-0.1578
TrilloYFigueroa_48	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.5328	0.4211	0.5876	0.5909	0.1117	-0.0033
JuanDeTassisYPeralta_170	both	4	4		4	2			8		6	2	0	0	2	-2	0.5016	0.3909	0.5387	0.6951	0.1107	-0.1564
FranciscoDeAldana_34	both	2	6		1	4	1		8	1	5	2	1	5	-2	7	0.6764	0.5664	0.4154	0.6709	0.1101	-0.2555
s222g_0467	both	3	4	1	3	2	1	1	7	1	5	2	0	1	1	0	0.5701	0.4611	0.5034	0.5969	0.1090	-0.0934
LopeDeVega_94	both	1	5	2	2	3	1	2	6	1	5	2	-1	3	-2	5	0.6571	0.5490	0.4693	0.5064	0.1081	-0.0371
FranciscoDeAldana_2	left_only	2	5	1	2	3	1					2	0	3	-1	4	0.6235	0.5158			0.1077	
LuisMartinDeLaPlaza_18	both	2	6		2	4			8		6	2	0	4	-2	6	0.6266	0.5191	0.5211	0.6135	0.1075	-0.0924
LopeDeVega_664	both	1	5	2	2	3	1	2	6	1	5	2	-1	3	-2	5	0.5633	0.4559	0.5603	0.5681	0.1074	-0.0078
JuanDeTassisYPeralta_159	both	3	5		3	3			8		6	2	0	2	0	2	0.5422	0.4348	0.6519	0.5721	0.1073	0.0798
s044g_0088	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6604	0.5533	0.5279	0.7106	0.1071	-0.1828
JuanDeTassisYPeralta_151	both	3	4	1	4	2		1	7		6	2	-1	0	1	-1	0.5975	0.4907	0.5623	0.5958	0.1068	-0.0335
LopeDeVega_75	both	3	5		3	3			8		6	2	0	2	0	2	0.5535	0.4471	0.5122	0.5766	0.1065	-0.0643
FernandoDeHerrera_70	both	3	4	1	3	2	1	1	7	2	4	2	0	1	1	0	0.5756	0.4691	0.4276	0.4514	0.1065	-0.0239
Gongora_99	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6934	0.5870	0.5589	0.4624	0.1063	0.0965
LopeDeVega_168	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.6269	0.5208	0.5177	0.5757	0.1061	-0.0579
LopeDeVega_472	both	2	6		2	4			8		6	2	0	4	-2	6	0.5934	0.4873	0.5789	0.6028	0.1061	-0.0240
JuanDeTassisYPeralta_61	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5689	0.4629	0.5283	0.6209	0.1060	-0.0926
GutierreDeCetina_20	both	2	6		1	4	1		8	1	5	2	1	5	-2	7	0.6406	0.5350	0.5317	0.6221	0.1056	-0.0905
Cervantes_76	both	1	5	2	2	3	1	2	6	1	5	2	-1	3	-2	5	0.6433	0.5383	0.5851	0.4936	0.1050	0.0915
LopeDeVega_373	both	2	5	1	3	3		2	6		6	2	-1	2	-1	3	0.5391	0.4342	0.5709	0.6780	0.1049	-0.1071
LuisCarrilloySotomayor_35	both	2	5	1	2	3	1	2	6	1	5	2	0	3	-1	4	0.6051	0.5006	0.4741	0.5966	0.1045	-0.1225
GarcilasoDeLaVega_13	both	3	5		3	3			8		6	2	0	2	0	2	0.5709	0.4675	0.5372	0.5835	0.1033	-0.0462
JuanDeArguijo_28	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6165	0.5134	0.5926	0.6215	0.1031	-0.0289
LopeDeVega_491	both	1	5	2	3	3		2	6		6	2	-2	2	-2	4	0.5830	0.4800	0.5456	0.6768	0.1030	-0.1312
Quevedo_132	both	1	6		1	4	1		7	1	5	2	0	5	-3	8	0.6862	0.5834	0.5773	0.5234	0.1028	0.0539
JuanDeSalinas_16	both	3	5		3	3			8		6	2	0	2	0	2	0.5785	0.4765	0.5931	0.5352	0.1020	0.0578
LopeDeVega_443	both	1	7		1	5			8		6	2	0	6	-4	10	0.6820	0.5803	0.5594	0.5000	0.1018	0.0594
Quevedo_60	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6161	0.5145	0.5448	0.5006	0.1016	0.0441
LopeDeVega_581	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6662	0.5648	0.4777	0.6759	0.1014	-0.1982
s386g_0859	both	3	4		3	2			7		5	2	0	1	1	0	0.5387	0.4376	0.6241	0.5315	0.1010	0.0926
BocangelYUnzueta_12	both	3	5		3	3			8		6	2	0	2	0	2	0.5666	0.4671	0.6149	0.6307	0.0995	-0.0158
s298g_0623	both	3	4	1	4	2		1	7		6	2	-1	0	1	-1	0.4504	0.3510	0.7240	0.6950	0.0995	0.0290
s014g_0026	both	1	5	2	2	3	1	2	6	1	5	2	-1	3	-2	5	0.5690	0.4696	0.6414	0.6505	0.0994	-0.0091
s364g_0829	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.5472	0.4478	0.5471	0.5217	0.0994	0.0254
FcodeBorjaYAragonPrincipeEsquilache_75	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.5111	0.4117	0.6055	0.5716	0.0994	0.0339
LopeDeVega_545	both	1	6	1	2	4		1	7	2	4	2	-1	4	-3	7	0.6439	0.5445	0.4407	0.5532	0.0993	-0.1125
JuanDeArguijo_16	both	2	5	1	3	3		2	6		6	2	-1	2	-1	3	0.6079	0.5098	0.6038	0.4783	0.0981	0.1255
PedroSotoDeRojas_74	both	1	6	1	2	4		2	6		6	2	-1	4	-3	7	0.6185	0.5205	0.4924	0.6639	0.0980	-0.1714
FcodeBorjaYAragonPrincipeEsquilache_11	both	1	5	2	2	3	1	2	6	2	4	2	-1	3	-2	5	0.6217	0.5237	0.4298	0.5887	0.0980	-0.1589
JuanBoscan_67	both	3	5		3	3			8		6	2	0	2	0	2	0.5316	0.4338	0.6109	0.5887	0.0978	0.0223
FcodeBorjaYAragonPrincipeEsquilache_123	both	3	5		3	3			8		6	2	0	2	0	2	0.5846	0.4868	0.4787	0.5164	0.0977	-0.0376
GarcilasoDeLaVega_12	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.5692	0.4716	0.6879	0.5480	0.0976	0.1400
FcodeBorjaYAragonPrincipeEsquilache_110	both	2	4	2	3	2	1	2	6	2	4	2	-1	1	0	1	0.5569	0.4594	0.3842	0.4894	0.0975	-0.1052
LopeDeVega_857	both	1	6	1	1	4	1	1	7	1	5	2	0	5	-3	8	0.6815	0.5841	0.5309	0.5109	0.0974	0.0200
AgustinDeSalazarYTorres_9	both	1	5	2	3	3		2	6		6	2	-2	2	-2	4	0.5486	0.4513	0.5658	0.6044	0.0973	-0.0386
GutierreDeCetina_106	both	1	6	1	1	4	1	1	7	1	5	2	0	5	-3	8	0.7016	0.6048	0.6345	0.3724	0.0967	0.2622
s149g_0291	both	2	4	2	3	2	1	2	6	1	5	2	-1	1	0	1	0.4748	0.3784	0.5710	0.6304	0.0964	-0.0595
JuanaInesDeLaCruz_6	both	4	4		3	2	1		8	1	5	2	1	1	2	-1	0.4696	0.3740	0.5626	0.6397	0.0956	-0.0771
PedroSotoDeRojas_67	both	3	5		3	3			8		6	2	0	2	0	2	0.5199	0.4246	0.6216	0.6371	0.0953	-0.0155
ArgensolaLupercio_18	both	3	4	1	4	2		2	6		6	2	-1	0	1	-1	0.4993	0.4045	0.5233	0.6489	0.0948	-0.1256
s269g_0553	both	3	4	1	3	2	1	2	6	1	5	2	0	1	1	0	0.5392	0.4446	0.5154	0.6184	0.0946	-0.1030
FcodeBorjaYAragonPrincipeEsquilache_125	both	3	5		3	3			8		6	2	0	2	0	2	0.5805	0.4868	0.6533	0.5922	0.0937	0.0611
LopezDeMendoza_24	both	1	5	2	2	3	1	2	6	1	5	2	-1	3	-2	5	0.6263	0.5330	0.4960	0.5560	0.0933	-0.0600
BernardinoDeRebolledo_12	both	3	5		3	3			8		6	2	0	2	0	2	0.5459	0.4526	0.5177	0.6362	0.0932	-0.1185
JuanaInesDeLaCruz_42	both	3	5		3	3			8		6	2	0	2	0	2	0.5528	0.4597	0.4747	0.5823	0.0931	-0.1076
ArgensolaLupercio_39	both	2	5		3	3			7		6	2	-1	2	-1	3	0.5152	0.4225	0.6211	0.6323	0.0927	-0.0112
s247g_0518	both	3	4	1	3	2	1	2	6	1	5	2	0	1	1	0	0.4652	0.3727	0.5355	0.6033	0.0925	-0.0679
ArgensolaBartolome_7	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5401	0.4480	0.6366	0.6480	0.0921	-0.0114
JuanBoscan_94	both	2	6		1	4	1		8	2	4	2	1	5	-2	7	0.6656	0.5737	0.5189	0.4613	0.0919	0.0576
FernandoDeHerrera_175	both	2	5	1	3	3		2	6		6	2	-1	2	-1	3	0.6131	0.5216	0.4167	0.5110	0.0915	-0.0942
LopeDeVega_1193	both	4	4		4	2		1	7		6	2	0	0	2	-2	0.5012	0.4108	0.6681	0.5922	0.0903	0.0759
LopeDeVega_283	both	4	4		4	2			8	1	5	2	0	0	2	-2	0.5023	0.4121	0.5160	0.5904	0.0902	-0.0745
LopeDeVega_209	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.5483	0.4583	0.5842	0.5814	0.0900	0.0028
AntonioEnriquezGomez_20	both	2	6		2	4			8		6	2	0	4	-2	6	0.6385	0.5488	0.5451	0.6761	0.0897	-0.1310
PedroDePadilla_37	both	4	4		4	2			8		6	2	0	0	2	-2	0.5228	0.4331	0.5532	0.6773	0.0896	-0.1241
Quevedo_356	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6501	0.5605	0.4832	0.5615	0.0896	-0.0783
TirsoDeMolina_52	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.6042	0.5149	0.5035	0.5444	0.0893	-0.0409
JuanBoscan_51	both	2	6		2	4		1	7		6	2	0	4	-2	6	0.6057	0.5167	0.5406	0.6041	0.0890	-0.0635
FranciscoDeLaTorre_36	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5742	0.4858	0.6419	0.6579	0.0884	-0.0160
LopeDeVega_368	both	1	6	1	1	4	1	1	7	1	5	2	0	5	-3	8	0.6173	0.5289	0.6142	0.5475	0.0884	0.0667
FranciscoDeFigueroa_13	both	2	6		2	4			8		6	2	0	4	-2	6	0.5766	0.4883	0.4801	0.5993	0.0883	-0.1191
JuanDeTimoneda_19	both	2	6		2	4			8		6	2	0	4	-2	6	0.6608	0.5734	0.5780	0.6886	0.0874	-0.1106
s100g_0196	both	3	5		3	3		1	7		6	2	0	2	0	2	0.5604	0.4735	0.4721	0.6478	0.0869	-0.1756
PedroDePadilla_41	both	3	5		3	3		1	7		6	2	0	2	0	2	0.5454	0.4586	0.5689	0.6702	0.0868	-0.1013
s132g_0267	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5656	0.4788	0.5805	0.5709	0.0868	0.0096
FernandoDeHerrera_244	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6706	0.5839	0.5207	0.5095	0.0868	0.0113
s143g_0281	both	4	4		4	2			8		6	2	0	0	2	-2	0.4742	0.3875	0.5431	0.7194	0.0867	-0.1763
s195g_0413	both	1	6	1	1	4	1	1	7	1	5	2	0	5	-3	8	0.6712	0.5848	0.6201	0.6478	0.0864	-0.0277
Quevedo_467	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5283	0.4424	0.4456	0.6636	0.0859	-0.2180
FcodeBorjaYAragonPrincipeEsquilache_30	both	1	5	2	2	3	1	2	6	1	5	2	-1	3	-2	5	0.6340	0.5485	0.6014	0.5404	0.0854	0.0610
FranciscoDeLaTorre_48	left_only	3	4	1	4	2						2	-1	0	1	-1	0.5892	0.5040			0.0852	
LopeDeVega_179	both	1	7		1	5		1	7		6	2	0	6	-4	10	0.6652	0.5807	0.5670	0.5697	0.0846	-0.0028
AgustinDeSalazarYTorres_20	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.6234	0.5389	0.6089	0.5960	0.0845	0.0129
LopeDeVega_1290	both	1	7		1	5			8		6	2	0	6	-4	10	0.6748	0.5907	0.5426	0.5608	0.0842	-0.0182
LopeDeVega_1130	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5592	0.4752	0.6219	0.6582	0.0841	-0.0363
JuanDeArguijo_36	both	3	4	1	3	2	1	2	6	1	5	2	0	1	1	0	0.5548	0.4713	0.5262	0.5816	0.0834	-0.0553
TirsoDeMolina_13	both	3	5		3	3			8		6	2	0	2	0	2	0.5591	0.4758	0.6530	0.5863	0.0833	0.0667
s153g_0297	both	1	5	2	3	3		2	6		6	2	-2	2	-2	4	0.5754	0.4923	0.5307	0.5488	0.0830	-0.0181
s469g_0989	both	1	6	1	1	4	1	2	6	1	5	2	0	5	-3	8	0.7381	0.6552	0.4905	0.4467	0.0829	0.0438
LopeDeVega_90	left_only	2	4	1	3	2	1					2	-1	1	0	1	0.5326	0.4497			0.0829	
LopeDeVega_230	both	1	6	1	1	4	1	1	7	1	5	2	0	5	-3	8	0.6601	0.5779	0.5311	0.5786	0.0823	-0.0476
JuanBoscan_45	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.6061	0.5240	0.5414	0.5433	0.0821	-0.0019
Quevedo_105	both	2	4	2	3	2	1	2	6	1	5	2	-1	1	0	1	0.4686	0.3873	0.5897	0.6357	0.0813	-0.0461
LopeDeVega_993	both	4	4		3	2			8		5	2	1	1	2	-1	0.4806	0.3995	0.6782	0.5674	0.0811	0.1108
Cervantes_47	both	2	6		2	4			8		6	2	0	4	-2	6	0.5848	0.5042	0.5364	0.5355	0.0806	0.0010
JuanDeTassisYPeralta_160	both	1	6	1	2	4		2	6		6	2	-1	4	-3	7	0.6489	0.5686	0.6059	0.5988	0.0803	0.0071
s121g_0246	both	3	5		3	3			8		6	2	0	2	0	2	0.5581	0.4779	0.5759	0.5617	0.0802	0.0142
ArgensolaLupercio_19	left_only	1	5	2	3	3						2	-2	2	-2	4	0.5679	0.4879			0.0800	
ArgensolaBartolome_79	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.5778	0.4982	0.6393	0.6341	0.0796	0.0052
ArgensolaBartolome_131	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.5520	0.4726	0.6130	0.6397	0.0793	-0.0267
JuanDeTimoneda_21	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6235	0.5448	0.5329	0.7459	0.0787	-0.2130
GarcilasoDeLaVega_33	both	3	5		3	3			8		6	2	0	2	0	2	0.5729	0.4943	0.5493	0.5832	0.0787	-0.0339
s047g_0093	both	2	6		1	4	1		8	2	4	2	1	5	-2	7	0.6600	0.5817	0.5310	0.5121	0.0784	0.0190
Quevedo_499	both	4	4		4	2			8		6	2	0	0	2	-2	0.4964	0.4183	0.5778	0.6170	0.0782	-0.0393
DiegoHurtadoDeMendoza_26	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.5954	0.5176	0.4988	0.5541	0.0778	-0.0553
CancerYVelasco_11	both	4	4		3	2	1		8	1	5	2	1	1	2	-1	0.4973	0.4199	0.4068	0.6596	0.0774	-0.2528
LopeDeVega_310	both	1	6	1	2	4		2	6		6	2	-1	4	-3	7	0.5742	0.4969	0.5350	0.5381	0.0773	-0.0031
LopeDeVega_116	both	2	6		1	4	1		8	1	5	2	1	5	-2	7	0.5839	0.5070	0.5471	0.5702	0.0769	-0.0231
LopeDeVega_393	both	2	6		2	4			8		6	2	0	4	-2	6	0.6511	0.5745	0.4810	0.5638	0.0766	-0.0828
FranciscoDeLaTorre_14	both	1	6	1	2	4		2	6		6	2	-1	4	-3	7	0.5961	0.5202	0.4409	0.5827	0.0759	-0.1418
HernandodeAcunya_1	both	3	5		3	3			8		6	2	0	2	0	2	0.5525	0.4766	0.4557	0.5414	0.0759	-0.0857
LopeDeVega_54	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5230	0.4471	0.5739	0.5304	0.0759	0.0435
JuanDeTassisYPeralta_54	both	4	4		4	2			8		6	2	0	0	2	-2	0.5333	0.4579	0.5105	0.5557	0.0753	-0.0453
LopeDeVega_318	both	1	6	1	1	4	1	1	7	1	5	2	0	5	-3	8	0.6808	0.6059	0.4109	0.5261	0.0749	-0.1151
LopeDeVega_166	left_only	1	5	2	3	3						2	-2	2	-2	4	0.6391	0.5648			0.0744	
LopeDeVega_570	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5732	0.4989	0.5542	0.7745	0.0743	-0.2203
LopeDeVega_1099	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6269	0.5529	0.4668	0.5945	0.0740	-0.1277
Cervantes_27	both	1	5	2	2	3	1	2	6	1	5	2	-1	3	-2	5	0.6582	0.5841	0.4610	0.5216	0.0740	-0.0606
s238g_0500	both	2	6		2	4		1	7		6	2	0	4	-2	6	0.5718	0.4981	0.5748	0.6047	0.0737	-0.0299
LopeDeVega_512	both	2	6		2	4			8		6	2	0	4	-2	6	0.6112	0.5378	0.4882	0.4622	0.0734	0.0261
s170g_0335	left_only	1	5	2	2	3	1					2	-1	3	-2	5	0.6130	0.5396			0.0734	
FernandoDeHerrera_278	both	2	6		2	4			8		6	2	0	4	-2	6	0.6418	0.5690	0.5801	0.5227	0.0728	0.0574
LuisMartinDeLaPlaza_11	both	1	7		1	5			8		6	2	0	6	-4	10	0.6561	0.5833	0.4527	0.5879	0.0727	-0.1352
LuisMartinDeLaPlaza_3	both	3	5		3	3			8		6	2	0	2	0	2	0.5530	0.4805	0.5505	0.4976	0.0726	0.0529
s105g_0203	both	3	5		3	3			8		6	2	0	2	0	2	0.5530	0.4805	0.5505	0.4976	0.0726	0.0529
BernardinoDeRebolledo_8	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.5920	0.5197	0.5567	0.5461	0.0723	0.0106
LopeDeVega_749	both	2	5		3	3		1	6		6	2	-1	2	-1	3	0.5911	0.5191	0.6343	0.5946	0.0720	0.0397
LuisDeUlloaYPereira_45	left_only	3	3	2	5	1						2	-2	-2	2	-4	0.4300	0.3580			0.0720	
LopeDeVega_468	both	1	6		1	4	1		7	1	5	2	0	5	-3	8	0.6151	0.5437	0.4316	0.5589	0.0714	-0.1273
ArgensolaBartolome_130	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5912	0.5202	0.5381	0.4529	0.0710	0.0852
s427g_0928	both	2	5	1	3	3		1	7	1	5	2	-1	2	-1	3	0.5634	0.4932	0.5635	0.6309	0.0702	-0.0674
LuisMartinDeLaPlaza_13	both	4	4		4	2			8	1	5	2	0	0	2	-2	0.4658	0.3957	0.6010	0.5132	0.0700	0.0878
JuanBoscan_58	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6207	0.5510	0.4206	0.7411	0.0698	-0.3205
LopeDeVega_870	both	4	4		4	2		1	7		6	2	0	0	2	-2	0.4688	0.3994	0.6190	0.7340	0.0695	-0.1150
FernandoDeHerrera_192	both	3	5		3	3		1	7	1	5	2	0	2	0	2	0.5323	0.4630	0.5797	0.5475	0.0693	0.0322
MiraDeAmescua_25	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.5775	0.5083	0.5084	0.5021	0.0692	0.0062
Quevedo_157	both	2	6		2	4			8	1	5	2	0	4	-2	6	0.5754	0.5070	0.5518	0.6241	0.0684	-0.0724
ArgensolaBartolome_111	both	1	5	2	3	3		2	6		6	2	-2	2	-2	4	0.5949	0.5268	0.4709	0.5624	0.0682	-0.0915
LopeDeVega_124	both	1	6	1	1	4	1	1	7	1	5	2	0	5	-3	8	0.7169	0.6492	0.5957	0.5390	0.0677	0.0567
LopeDeVega_708	both	3	4	1	3	2	1	1	7	1	5	2	0	1	1	0	0.5269	0.4594	0.5389	0.5433	0.0675	-0.0043
LopeDeVega_404	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.5411	0.4739	0.5415	0.5234	0.0672	0.0181
HernandodeAcunya_39	both	2	6		2	4			8	1	5	2	0	4	-2	6	0.6194	0.5528	0.6082	0.5370	0.0666	0.0711
GutierreDeCetina_78	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.5714	0.5057	0.5350	0.6122	0.0657	-0.0772
FernandoDeHerrera_258	both	2	5	1	3	3		1	7		6	2	-1	2	-1	3	0.5523	0.4873	0.5512	0.6312	0.0651	-0.0800
ArgensolaBartolome_6	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6570	0.5919	0.4580	0.5144	0.0650	-0.0565
DiegoXimenezAyllon_48	both	2	5	1	2	3	1	2	6	1	5	2	0	3	-1	4	0.6026	0.5376	0.5704	0.5143	0.0650	0.0561
FernandoDeHerrera_306	both	2	5	1	3	3		1	7	1	5	2	-1	2	-1	3	0.5226	0.4585	0.5894	0.6340	0.0642	-0.0447
FcodeBorjaYAragonPrincipeEsquilache_97	both	2	6		2	4			8		6	2	0	4	-2	6	0.6000	0.5361	0.5475	0.6473	0.0639	-0.0998
FranciscoDeMedrano_26	both	2	4	2	3	2	1	2	6	1	5	2	-1	1	0	1	0.5032	0.4395	0.5697	0.6582	0.0637	-0.0884
LopeDeVega_1045	both	2	6		2	4			8		6	2	0	4	-2	6	0.6124	0.5488	0.5821	0.5662	0.0636	0.0159
s278g_0575	both	3	5		2	3	1		8	1	5	2	1	3	0	3	0.5056	0.4423	0.5989	0.6099	0.0633	-0.0110
LopeDeVega_947	both	3	5		3	3		1	7		6	2	0	2	0	2	0.5165	0.4539	0.5168	0.7359	0.0626	-0.2191
JuanDeTassisYPeralta_179	both	3	5		3	3		2	6		6	2	0	2	0	2	0.5339	0.4713	0.6371	0.5768	0.0626	0.0603
TirsoDeMolina_30	both	4	4		3	2	1		8	1	5	2	1	1	2	-1	0.4471	0.3847	0.6048	0.6496	0.0624	-0.0449
FernandoDeHerrera_126	both	1	7		1	5			8		6	2	0	6	-4	10	0.6632	0.6009	0.5496	0.5519	0.0624	-0.0023
s395g_0882	left_only	1	5	2	2	3	1					2	-1	3	-2	5	0.5528	0.4903			0.0624	
s071g_0131	both	2	5	1	2	3	1	1	7	1	5	2	0	3	-1	4	0.6407	0.5783	0.4792	0.4979	0.0623	-0.0187
FranciscoDeMedrano_39	both	3	4	1	4	2		1	7		6	2	-1	0	1	-1	0.4808	0.4185	0.6991	0.6015	0.0623	0.0976
LopeDeVega_204	left_only	2	4	2	4	2						2	-2	0	0	0	0.5483	0.4862			0.0621	
Quevedo_58	both	2	5	1	3	3		2	6		6	2	-1	2	-1	3	0.6177	0.5558	0.4707	0.4905	0.0618	-0.0198
LopeDeVega_1175	both	1	6	1	2	4		1	7		6	2	-1	4	-3	7	0.6109	0.5499	0.6602	0.5709	0.0610	0.0893
