sID	_m	o0	o1	o9	s0	s1	s9	oa0	oa1	sa0	sa1	oms1	oms0	oms10	oms01	o1s1mo0s0	ov	sv	oa	sa	omsv	omsa
JuanBoscan_91	both	1	5	2	2	4		2	6		6	1	-1	3	-3	6	0.5626	0.5760	0.5260	0.5839	-0.0134	-0.0579
LopeDeVega_1328	both	1	5	2	1	4	1	2	6	1	5	1	0	4	-3	7	0.6185	0.6326	0.5740	0.5021	-0.0141	0.0719
LopeDeVega_1332	both	3	4	1	2	3	1	2	6	1	5	1	1	2	0	2	0.4417	0.4568	0.6667	0.6647	-0.0151	0.0020
FernandoDeHerrera_295	both	2	4	2	2	3	1	2	6	1	5	1	0	2	-1	3	0.6248	0.6401	0.5024	0.4600	-0.0152	0.0423
GutierreDeCetina_33	both	3	4	1	3	3		1	7		6	1	0	1	0	1	0.4818	0.4970	0.5640	0.6139	-0.0153	-0.0499
JuanaInesDeLaCruz_30	both	4	4		3	3			8		6	1	1	1	1	0	0.5022	0.5178	0.5755	0.7534	-0.0156	-0.1779
ArgensolaBartolome_105	both	2	5	1	2	4		1	7		6	1	0	3	-2	5	0.5794	0.5953	0.5761	0.5662	-0.0159	0.0099
JuanDeArguijo_50	both	3	5		1	4			8		5	1	2	4	-1	5	0.6511	0.6675	0.6590	0.5206	-0.0164	0.1385
FcodeBorjaYAragonPrincipeEsquilache_45	both	2	5	1	1	4	1	1	7	1	5	1	1	4	-2	6	0.5971	0.6140	0.5583	0.4440	-0.0169	0.1143
HernandodeAcunya_55	both	2	5	1	2	4		1	7	1	5	1	0	3	-2	5	0.5520	0.5689	0.6136	0.6670	-0.0170	-0.0534
LopeDeVega_850	both	2	6		1	5			8		6	1	1	5	-3	8	0.6004	0.6177	0.5677	0.4809	-0.0173	0.0868
JuanBoscan_24	both	2	5	1	1	4	1	1	7	1	5	1	1	4	-2	6	0.5583	0.5758	0.5254	0.5441	-0.0175	-0.0187
LuisDeUlloaYPereira_102	both	2	5	1	1	4	1	1	7	1	5	1	1	4	-2	6	0.5032	0.5209	0.5927	0.4557	-0.0177	0.1370
LopeDeZarate_45	both	5	3		3	2	1		8	1	5	1	2	0	3	-3	0.4143	0.4323	0.6161	0.5093	-0.0180	0.1068
LopeDeVega_583	both	3	5		2	4			8		6	1	1	3	-1	4	0.5172	0.5352	0.6898	0.5203	-0.0180	0.1694
s459g_0975	both	3	5		2	4			8		6	1	1	3	-1	4	0.5438	0.5622	0.5892	0.6962	-0.0184	-0.1070
s194g_0412	both	3	5		2	4			8		6	1	1	3	-1	4	0.5865	0.6051	0.5010	0.5953	-0.0186	-0.0942
LuisCarrilloySotomayor_23	both	5	3		3	2	1	1	7	1	5	1	2	0	3	-3	0.3745	0.3931	0.6624	0.6216	-0.0186	0.0409
FernandoDeHerrera_131	both	3	5		2	4			8		6	1	1	3	-1	4	0.5562	0.5749	0.4752	0.5319	-0.0187	-0.0567
Quevedo_246	both	3	4	1	3	3		1	7		6	1	0	1	0	1	0.5187	0.5376	0.5977	0.5969	-0.0189	0.0007
Quevedo_307	both	2	5	1	2	4		1	7		6	1	0	3	-2	5	0.6397	0.6592	0.5092	0.5934	-0.0196	-0.0842
s088g_0158	both	2	6		1	5			8		6	1	1	5	-3	8	0.5459	0.5657	0.5612	0.5054	-0.0198	0.0558
HernandodeAcunya_48	both	3	4	1	2	3	1	1	7	1	5	1	1	2	0	2	0.5127	0.5328	0.5193	0.7298	-0.0201	-0.2105
ArgensolaBartolome_139	both	2	4	2	2	3	1	2	6	1	5	1	0	2	-1	3	0.5678	0.5880	0.5725	0.4542	-0.0202	0.1184
LopeDeVega_983	both	3	4	1	3	3		2	6		6	1	0	1	0	1	0.5037	0.5246	0.5061	0.4759	-0.0209	0.0302
LopeDeVega_68	both	2	6		1	5		1	7		6	1	1	5	-3	8	0.6099	0.6316	0.5494	0.4931	-0.0217	0.0563
LuisDeUlloaYPereira_64	both	3	5		2	4			8		6	1	1	3	-1	4	0.4917	0.5136	0.6188	0.5803	-0.0219	0.0385
LopeDeVega_670	both	2	6		1	5			8		6	1	1	5	-3	8	0.6032	0.6253	0.5762	0.5070	-0.0221	0.0692
s278g_0576	both	4	4		3	3			8		6	1	1	1	1	0	0.4910	0.5136	0.5469	0.5678	-0.0226	-0.0209
s086g_0149	both	3	5		1	4	1	1	7	1	5	1	2	4	-1	5	0.5574	0.5804	0.5836	0.5035	-0.0230	0.0800
GutierreDeCetina_204	both	2	5	1	2	4		1	7		6	1	0	3	-2	5	0.5676	0.5909	0.5512	0.5835	-0.0233	-0.0323
PedroSotoDeRojas_7	both	4	3	1	4	2		2	6		6	1	0	-1	2	-3	0.4094	0.4331	0.6671	0.6697	-0.0237	-0.0026
GutierreDeCetina_188	both	5	3		4	2			8		6	1	1	-1	3	-4	0.4344	0.4582	0.6684	0.5882	-0.0238	0.0802
LuisCarrilloySotomayor_18	both	3	5		2	4			8		6	1	1	3	-1	4	0.4725	0.4964	0.6289	0.6681	-0.0239	-0.0392
LopeDeVega_780	both	4	3	1	3	2	1	1	7	1	5	1	1	0	2	-2	0.4571	0.4810	0.5805	0.5957	-0.0239	-0.0152
FranciscoDeLaTorre_30	both	3	5		1	4	1	2	6	2	4	1	2	4	-1	5	0.5955	0.6196	0.5699	0.6081	-0.0241	-0.0382
FernandoDeHerrera_81	both	3	5		2	4			8		6	1	1	3	-1	4	0.5530	0.5771	0.5479	0.5434	-0.0241	0.0045
PedroSotoDeRojas_88	both	3	5		2	4			8	1	5	1	1	3	-1	4	0.5334	0.5578	0.5133	0.5455	-0.0244	-0.0322
LopeDeVega_976	both	4	4		2	3	1		8	2	4	1	2	2	1	1	0.5271	0.5514	0.6676	0.5684	-0.0244	0.0991
GutierreDeCetina_27	both	4	3	1	4	2		1	7		6	1	0	-1	2	-3	0.3652	0.3902	0.6532	0.6757	-0.0250	-0.0224
GutierreDeCetina_57	both	2	4	2	2	3	1	2	6	1	5	1	0	2	-1	3	0.4633	0.4882	0.6570	0.5130	-0.0250	0.1440
FranciscoDeAldana_12	both	2	5	1	2	4		1	7		6	1	0	3	-2	5	0.5767	0.6018	0.4849	0.6049	-0.0251	-0.1200
Quevedo_318	both	4	4		2	3	1		8	1	5	1	2	2	1	1	0.4771	0.5022	0.6447	0.6874	-0.0251	-0.0427
s272g_0556	both	4	3	1	3	2	1	1	7	1	5	1	1	0	2	-2	0.3967	0.4218	0.6531	0.5038	-0.0251	0.1493
s061g_0121	both	1	5	2	1	4	1	2	6	1	5	1	0	4	-3	7	0.5605	0.5862	0.5768	0.6227	-0.0257	-0.0459
LopeDeVega_518	both	2	5	1	2	4		1	7		6	1	0	3	-2	5	0.5565	0.5826	0.6494	0.4565	-0.0261	0.1929
FernandoDeHerrera_103	both	1	6	1	1	5		1	7		6	1	0	5	-4	9	0.6801	0.7069	0.5258	0.4952	-0.0268	0.0305
FernandoDeHerrera_18	both	1	6	1	1	5		1	7		6	1	0	5	-4	9	0.6801	0.7069	0.5258	0.4952	-0.0268	0.0305
s412g_0907	both	1	6	1	1	5		1	7		6	1	0	5	-4	9	0.6147	0.6418	0.5734	0.4605	-0.0271	0.1129
LopeDeVega_503	both	2	5	1	2	4		1	7	2	4	1	0	3	-2	5	0.4823	0.5095	0.5921	0.4752	-0.0272	0.1169
GutierreDeCetina_107	both	2	5	1	1	4	1	1	7	1	5	1	1	4	-2	6	0.6097	0.6377	0.5254	0.5277	-0.0280	-0.0022
LopeDeVega_909	both	3	5		2	4		1	7		6	1	1	3	-1	4	0.5907	0.6189	0.5082	0.6130	-0.0282	-0.1048
LopeDeVega_1284	both	2	5	1	1	4		1	7		5	1	1	4	-2	6	0.5978	0.6260	0.4987	0.5186	-0.0282	-0.0199
LopeDeVega_364	both	3	5		2	4			8		6	1	1	3	-1	4	0.5312	0.5594	0.7307	0.7005	-0.0282	0.0302
FernandoDeHerrera_182	both	3	5		2	4			8		6	1	1	3	-1	4	0.5741	0.6025	0.5827	0.5556	-0.0284	0.0271
LopeDeVega_1044	both	3	5		1	4	1	1	7	1	5	1	2	4	-1	5	0.5651	0.5936	0.6328	0.4440	-0.0285	0.1889
LopeDeVega_32	both	1	5	2	1	4	1	2	6	1	5	1	0	4	-3	7	0.5718	0.6008	0.4965	0.5061	-0.0290	-0.0096
GarcilasoDeLaVega_15	both	4	3	1	3	2	1	1	7	1	5	1	1	0	2	-2	0.4436	0.4726	0.5961	0.5555	-0.0290	0.0406
s371g_0839	both	3	5		2	4		1	7		6	1	1	3	-1	4	0.5386	0.5676	0.6172	0.5638	-0.0290	0.0534
TirsoDeMolina_46	both	3	4	1	2	3	1	1	7	1	5	1	1	2	0	2	0.4777	0.5070	0.5925	0.5237	-0.0293	0.0688
LopeDeVega_647	both	2	5	1	2	4		1	7		6	1	0	3	-2	5	0.5409	0.5703	0.5378	0.6154	-0.0294	-0.0776
s126g_0252	both	2	5	1	1	4	1	1	7	1	5	1	1	4	-2	6	0.5298	0.5592	0.5696	0.5191	-0.0295	0.0505
LopeDeVega_1303	both	5	3		4	2			8		6	1	1	-1	3	-4	0.4341	0.4641	0.5234	0.6998	-0.0300	-0.1764
GutierreDeCetina_195	both	2	6		1	5		1	7		6	1	1	5	-3	8	0.5960	0.6262	0.5147	0.4940	-0.0303	0.0206
LopeDeVega_1324	both	3	4	1	3	3		1	7		6	1	0	1	0	1	0.4331	0.4635	0.6373	0.6596	-0.0304	-0.0223
s398g_0889	both	3	4	1	3	3		1	7		6	1	0	1	0	1	0.5296	0.5601	0.5410	0.6111	-0.0305	-0.0701
FernandoDeHerrera_195	both	2	6		1	5		1	7		6	1	1	5	-3	8	0.5753	0.6064	0.6238	0.5898	-0.0310	0.0340
DiegoXimenezAyllon_2	both	1	6	1	1	5		2	6		6	1	0	5	-4	9	0.6134	0.6444	0.5686	0.4740	-0.0310	0.0946
LopeDeVega_395	both	2	5	1	2	4		1	7		6	1	0	3	-2	5	0.5287	0.5601	0.5570	0.5863	-0.0314	-0.0292
JuanBoscan_38	both	3	5		1	4	1		8	1	5	1	2	4	-1	5	0.5737	0.6051	0.5922	0.5206	-0.0314	0.0716
JuanDeSalinas_5	both	3	4	1	2	3	1	2	6	1	5	1	1	2	0	2	0.4955	0.5269	0.5986	0.5064	-0.0314	0.0922
GutierreDeCetina_69	both	2	5	1	2	4		1	7		6	1	0	3	-2	5	0.5319	0.5637	0.6026	0.5780	-0.0318	0.0246
LopeDeVega_929	both	1	6	1	1	5		1	7		6	1	0	5	-4	9	0.6310	0.6631	0.5506	0.5095	-0.0320	0.0411
s338g_0791	both	3	5		2	4		1	7		6	1	1	3	-1	4	0.5544	0.5869	0.5477	0.6933	-0.0324	-0.1456
ArgensolaBartolome_148	both	3	4	1	3	3		1	7		6	1	0	1	0	1	0.4622	0.4947	0.5955	0.6253	-0.0325	-0.0298
ArgensolaLupercio_45	both	3	4	1	3	3		1	7		6	1	0	1	0	1	0.4622	0.4947	0.5955	0.6253	-0.0325	-0.0298
LopeDeVega_274	both	4	4		2	3	1		8	1	5	1	2	2	1	1	0.5061	0.5389	0.5744	0.6766	-0.0328	-0.1022
GutierreDeCetina_59	both	2	5	1	2	4		2	6		6	1	0	3	-2	5	0.5410	0.5739	0.5202	0.6099	-0.0329	-0.0897
LuisDeUlloaYPereira_83	both	4	4		3	3			8	1	5	1	1	1	1	0	0.4989	0.5321	0.6587	0.5861	-0.0332	0.0726
LopeDeVega_1081	both	3	5		1	4	1	1	7	1	5	1	2	4	-1	5	0.5617	0.5952	0.4251	0.4721	-0.0334	-0.0469
JuanDeTimoneda_23	left_only	1	5	2	1	4	1					1	0	4	-3	7	0.5615	0.5951			-0.0336	
FernandoDeHerrera_49	both	3	4	1	2	3	1	1	7	1	5	1	1	2	0	2	0.4859	0.5197	0.5431	0.5328	-0.0338	0.0103
s302g_0628	both	4	4		3	3			8	1	5	1	1	1	1	0	0.4611	0.4953	0.5367	0.5512	-0.0341	-0.0145
LopeDeVega_407	both	3	3		3	2	1		6	1	5	1	0	0	1	-1	0.4183	0.4526	0.6579	0.5567	-0.0344	0.1012
s236g_0497	both	2	4	2	2	3	1	2	6	1	5	1	0	2	-1	3	0.4836	0.5191	0.4496	0.5765	-0.0355	-0.1269
BocangelYUnzueta_29	both	2	5	1	2	4		2	6	1	5	1	0	3	-2	5	0.5774	0.6134	0.5109	0.5510	-0.0360	-0.0401
